340205118405301	aldrin	0.1
340205118405301	aldrin	0.1
340248118352401	aldrin	0.1
340248118352401	aldrin	0.1
340248118352401	aldrin	0.1
340655118451801	aldrin	0.1
11104000	aldrin	0.1
11104000	aldrin	0.1
11104000	aldrin	0.1
11104000	aldrin	0.1
11104000	aldrin	0.1
11104000	aldrin	0.1
11104000	aldrin	0.1
11104000	aldrin	0.1
11104000	aldrin	0.1
11104000	aldrin	0.1
11105410	aldrin	0.1
11105410	aldrin	0.1
11105500	aldrin	0.1
11105500	aldrin	0.1
11105500	aldrin	0.1
11105500	aldrin	0.1
11105500	aldrin	0.1
11105500	aldrin	0.1
11105500	aldrin	0.3
11105500	aldrin	0.1
335112118090403	alpha-hch	0.002
335112118090404	alpha-hch	0.002
335112118090405	alpha-hch	0.002
335112118090406	alpha-hch	0.002
335943118042247	alpha-hch	0.002
340303117434701	alpha-hch	0.002
340333117431001	alpha-hch	0.002
340703117421901	alpha-hch	0.002
341844118294409	alpha-hch	0.0046
344751118241901	antimony	13.5
344751118241901	antimony	13.5
344751118241901	antimony	21.8
344751118241901	antimony	13.5
344751118241901	antimony	26.1
344751118241901	antimony	20.3
344751118241901	antimony	13.5
344751118241901	antimony	13.5
344751118241901	antimony	13.5
344751118241901	antimony	13.5
344751118241901	antimony	13.5
344751118241901	antimony	13.5
344751118241901	antimony	8.09
344751118241901	antimony	13.5
344751118241901	antimony	13.5
344751118241901	antimony	16.1
344751118241901	antimony	13.5
344751118241901	antimony	15.2
344751118241901	antimony	13.5
344751118241901	antimony	13.5
344751118241901	antimony	13.5
344751118241901	antimony	13.5
344751118241901	antimony	10.5
344751118241901	antimony	13.5
344751118241901	antimony	14.1
344751118241901	antimony	13.5
344751118241901	antimony	6.57
344751118241901	antimony	13.5
344751118241921	antimony	6.0
344752118241901	antimony	13.2
344752118241901	antimony	13.5
344752118241901	antimony	13.5
344752118241901	antimony	13.5
344752118241901	antimony	13.5
344751118241802	antimony	9.3
344751118241802	antimony	13.5
344751118241802	antimony	9.06
344751118241802	antimony	13.5
344751118241802	antimony	17.4
344751118241802	antimony	13.5
344751118241802	antimony	13.5
344753118241801	antimony	6.53
344753118241801	antimony	13.5
344752118241902	antimony	6.22
344752118241902	antimony	12.1
344752118241902	antimony	13.5
344752118241902	antimony	11.4
344752118241902	antimony	13.5
344752118241902	antimony	6.96
344752118241902	antimony	13.5
344752118241902	antimony	13.5
344753118241701	antimony	6.74
344753118241701	antimony	13.5
344753118241601	antimony	13.5
334753118051901	arsenic	2.0
334753118051902	arsenic	2.0
334753118051903	arsenic	2.0
334753118051904	arsenic	1.0
334753118051905	arsenic	5.0
334753118051906	arsenic	9.0
334815118184701	arsenic	4.0
334815118184701	arsenic	0.3
334815118184702	arsenic	3.0
334815118184702	arsenic	0.34
334815118184703	arsenic	1.0
334815118184704	arsenic	1.0
334815118184704	arsenic	0.21
334815118184705	arsenic	1.0
334836118061201	arsenic	0.12
335030118070001	arsenic	4.0
335049118032901	arsenic	15.0
335049118032902	arsenic	9.0
335049118032903	arsenic	21.0
335049118032904	arsenic	5.0
335049118032905	arsenic	13.0
335049118032906	arsenic	36.0
335100118120401	arsenic	2.0
335100118120401	arsenic	0.36
335100118120402	arsenic	1.0
335100118120403	arsenic	1.0
335100118120404	arsenic	2.0
335100118120404	arsenic	0.63
335100118120405	arsenic	5.0
335100118120406	arsenic	8.0
335112118090401	arsenic	15.0
335112118090402	arsenic	2.0
335112118090402	arsenic	1.5
335112118090403	arsenic	3.0
335112118090403	arsenic	0.8
335112118090404	arsenic	9.0
335112118090404	arsenic	9.7
335112118090405	arsenic	4.0
335112118090405	arsenic	3.1
335112118090406	arsenic	19.0
335209118080101	arsenic	2.6
335209118082001	arsenic	3.6
335258118002401	arsenic	6.0
335258118002402	arsenic	11.0
335258118002403	arsenic	8.0
335258118002404	arsenic	12.0
335258118002405	arsenic	3.0
335302118072201	arsenic	0.04
335302118072201	arsenic	0.1
335314118142901	arsenic	1.0
335431118173101	arsenic	9.0
335431118173102	arsenic	1.0
335440118081101	arsenic	1.7
335440118081101	arsenic	1.6
335443118215501	arsenic	1.0
335443118215502	arsenic	1.0
335443118215503	arsenic	1.0
335443118215504	arsenic	1.0
335443118215505	arsenic	1.0
335443118215506	arsenic	5.0
335515118112101	arsenic	3.3
335524118152001	arsenic	1.0
335524118152002	arsenic	1.0
335524118152003	arsenic	3.0
335524118152004	arsenic	6.0
335529118065501	arsenic	2.2
335546118024302	arsenic	1.0
335546118024303	arsenic	1.0
335546118024304	arsenic	1.0
335609118000101	arsenic	2.0
335609118000102	arsenic	1.0
335609118000104	arsenic	2.0
335609118000105	arsenic	2.0
335609118000201	arsenic	2.0
335642118103701	arsenic	1.0
335642118103702	arsenic	1.0
335642118103702	arsenic	2.6
335642118103703	arsenic	5.0
335642118103703	arsenic	3.9
335642118103704	arsenic	2.0
335642118103704	arsenic	2.0
335642118103705	arsenic	9.0
335642118103705	arsenic	4.2
335643118105801	arsenic	2.8
335643118105801	arsenic	2.8
335645118105601	arsenic	2.2
335710118105101	arsenic	3.2
335712118054901	arsenic	1.8
335712118054901	arsenic	1.8
335712118054901	arsenic	1.8
335719118101501	arsenic	1.0
335737118192501	arsenic	2.0
335737118192502	arsenic	1.0
335737118192503	arsenic	1.0
335744118035101	arsenic	1.5
335744118035101	arsenic	1.4
335744118035101	arsenic	1.7
335744118035101	arsenic	1.5
335752118080201	arsenic	1.9
335801118213101	arsenic	6.0
335801118213101	arsenic	0.76
335801118213102	arsenic	1.1
335801118213103	arsenic	1.0
335801118213103	arsenic	0.2
335801118213104	arsenic	1.0
335801118213105	arsenic	1.0
335817118051301	arsenic	1.8
335817118051301	arsenic	1.8
335818118051201	arsenic	6.3
335818118051202	arsenic	2.2
335818118051203	arsenic	1.6
335818118051204	arsenic	2.9
335818118051205	arsenic	1.1
335841118135801	arsenic	1.2
335917118141001	arsenic	1.0
335917118141002	arsenic	1.0
335917118141003	arsenic	2.0
335917118141004	arsenic	1.0
335938118110501	arsenic	0.12
335938118110501	arsenic	0.14
335943118042201	arsenic	15.0
335943118042201	arsenic	13.0
335943118042201	arsenic	15.0
335943118042201	arsenic	14.0
335943118042201	arsenic	15.0
335943118042201	arsenic	15.0
