Node 1	Node 2	Weight
344120118081301	344123118075501	1
344120118081301	344109118092601	1
344120118081301	343603118085501	1
344120118081301	344107118092401	1
344120118081301	344130118075701	1
344120118081301	343951118065901	1
344120118081301	343604118085501	1
344120118081301	344109118092401	1
344120118081301	344011118074701	1
344120118081301	344042118130001	1
344120118081301	344123118080001	1
344120118081301	344221118083401	1
344120118081301	343851118083801	1
344120118081301	344404117550001	1
344120118081301	344044118125701	1
344120118081301	344240118094201	1
344120118081301	344241118094001	1
344120118081301	344136118062901	1
344120118081301	344042118130301	1
344120118081301	344239118074601	1
344120118081301	343951118070001	1
344120118081301	344004118102801	1
344120118081301	343903118074801	1
344120118081301	344030118110001	1
344120118081301	344125118075801	1
344120118081301	343848118083801	1
344120118081301	344240118074301	1
344120118081301	344002118074701	1
344120118081301	344218118083301	1
344120118081301	343144117572901	1
344123118075501	344109118092601	1
344123118075501	343603118085501	1
344123118075501	344107118092401	1
344123118075501	344130118075701	1
344123118075501	343951118065901	1
344123118075501	343604118085501	1
344123118075501	344109118092401	1
344123118075501	344011118074701	1
344123118075501	344042118130001	1
344123118075501	344123118080001	1
344123118075501	344221118083401	1
344123118075501	343851118083801	1
344123118075501	344404117550001	1
344123118075501	344044118125701	1
344123118075501	344240118094201	1
344123118075501	344241118094001	1
344123118075501	344136118062901	1
344123118075501	344042118130301	1
344123118075501	344239118074601	1
344123118075501	343951118070001	1
344123118075501	344004118102801	1
344123118075501	343903118074801	1
344123118075501	344030118110001	1
344123118075501	344125118075801	1
344123118075501	343848118083801	1
344123118075501	344240118074301	1
344123118075501	344002118074701	1
344123118075501	344218118083301	1
344123118075501	343144117572901	1
344109118092601	343603118085501	1
344109118092601	344107118092401	1
344109118092601	344130118075701	1
344109118092601	343951118065901	1
344109118092601	343604118085501	1
344109118092601	344109118092401	1
344109118092601	344011118074701	1
344109118092601	344042118130001	1
344109118092601	344123118080001	1
344109118092601	344221118083401	1
344109118092601	343851118083801	1
344109118092601	344404117550001	1
344109118092601	344044118125701	1
344109118092601	344240118094201	1
344109118092601	344241118094001	1
344109118092601	344136118062901	1
344109118092601	344042118130301	1
344109118092601	344239118074601	1
344109118092601	343951118070001	1
344109118092601	344004118102801	1
344109118092601	343903118074801	1
344109118092601	344030118110001	1
344109118092601	344125118075801	1
344109118092601	343848118083801	1
344109118092601	344240118074301	1
344109118092601	344002118074701	1
344109118092601	344218118083301	1
344109118092601	343144117572901	1
343603118085501	344107118092401	1
343603118085501	344130118075701	1
343603118085501	343951118065901	1
343603118085501	343604118085501	1
343603118085501	344109118092401	1
343603118085501	344011118074701	1
343603118085501	344042118130001	1
343603118085501	344123118080001	1
343603118085501	344221118083401	1
343603118085501	343851118083801	1
343603118085501	344404117550001	1
343603118085501	344044118125701	1
343603118085501	344240118094201	1
343603118085501	344241118094001	1
343603118085501	344136118062901	1
343603118085501	344042118130301	1
343603118085501	344239118074601	1
343603118085501	343951118070001	1
343603118085501	344004118102801	1
343603118085501	343903118074801	1
343603118085501	344030118110001	1
343603118085501	344125118075801	1
343603118085501	343848118083801	1
343603118085501	344240118074301	1
343603118085501	344002118074701	1
343603118085501	344218118083301	1
343603118085501	343144117572901	1
344107118092401	344130118075701	1
344107118092401	343951118065901	1
344107118092401	343604118085501	1
344107118092401	344109118092401	1
344107118092401	344011118074701	1
344107118092401	344042118130001	1
344107118092401	344123118080001	1
344107118092401	344221118083401	1
344107118092401	343851118083801	1
344107118092401	344404117550001	1
344107118092401	344044118125701	1
344107118092401	344240118094201	1
344107118092401	344241118094001	1
344107118092401	344136118062901	1
344107118092401	344042118130301	1
344107118092401	344239118074601	1
344107118092401	343951118070001	1
344107118092401	344004118102801	1
344107118092401	343903118074801	1
344107118092401	344030118110001	1
344107118092401	344125118075801	1
344107118092401	343848118083801	1
344107118092401	344240118074301	1
344107118092401	344002118074701	1
344107118092401	344218118083301	1
344107118092401	343144117572901	1
344130118075701	343951118065901	1
344130118075701	343604118085501	1
344130118075701	344109118092401	1
344130118075701	344911117524001	1
344130118075701	344011118074701	1
344130118075701	344042118130001	1
344130118075701	344123118080001	1
344130118075701	344221118083401	1
344130118075701	343851118083801	1
344130118075701	344404117550001	1
344130118075701	344044118125701	1
344130118075701	344240118094201	1
344130118075701	344241118094001	1
344130118075701	344136118062901	1
344130118075701	344042118130301	1
344130118075701	344239118074601	1
344130118075701	343951118070001	1
344130118075701	344004118102801	1
344130118075701	343903118074801	1
344130118075701	344030118110001	1
344130118075701	344125118075801	1
344130118075701	343848118083801	1
344130118075701	344240118074301	1
344130118075701	344002118074701	1
344130118075701	344218118083301	1
344130118075701	343144117572901	1
343951118065901	343604118085501	1
343951118065901	344109118092401	1
343951118065901	344011118074701	1
343951118065901	344042118130001	1
343951118065901	344123118080001	1
343951118065901	344221118083401	1
343951118065901	343851118083801	1
343951118065901	344404117550001	1
343951118065901	344044118125701	1
343951118065901	344240118094201	1
343951118065901	344241118094001	1
343951118065901	344136118062901	1
343951118065901	344042118130301	1
343951118065901	344239118074601	1
343951118065901	343951118070001	1
343951118065901	344004118102801	1
343951118065901	343903118074801	1
343951118065901	344030118110001	1
343951118065901	344125118075801	1
343951118065901	343848118083801	1
343951118065901	344240118074301	1
343951118065901	344002118074701	1
343951118065901	344218118083301	1
343951118065901	343144117572901	1
343604118085501	344109118092401	1
343604118085501	344011118074701	1
343604118085501	344042118130001	1
343604118085501	344123118080001	1
343604118085501	344221118083401	1
343604118085501	343851118083801	1
343604118085501	344404117550001	1
343604118085501	344044118125701	1
343604118085501	344240118094201	1
343604118085501	344241118094001	1
343604118085501	344136118062901	1
343604118085501	344042118130301	1
343604118085501	344239118074601	1
343604118085501	343951118070001	1
343604118085501	344004118102801	1
343604118085501	343903118074801	1
343604118085501	344030118110001	1
343604118085501	344125118075801	1
343604118085501	343848118083801	1
343604118085501	344240118074301	1
343604118085501	344002118074701	1
343604118085501	344218118083301	1
343604118085501	343144117572901	1
344109118092401	344011118074701	1
344109118092401	344042118130001	1
344109118092401	344123118080001	1
344109118092401	344221118083401	1
344109118092401	343851118083801	1
344109118092401	344404117550001	1
344109118092401	344044118125701	1
344109118092401	344240118094201	1
344109118092401	344241118094001	1
344109118092401	344136118062901	1
344109118092401	344042118130301	1
344109118092401	344239118074601	1
344109118092401	343951118070001	1
344109118092401	344004118102801	1
344109118092401	343903118074801	1
344109118092401	344030118110001	1
344109118092401	344125118075801	1
344109118092401	343848118083801	1
344109118092401	344240118074301	1
344109118092401	344002118074701	1
344109118092401	344218118083301	1
344109118092401	343144117572901	1
344011118074701	344042118130001	1
344011118074701	344123118080001	1
344011118074701	344221118083401	1
344011118074701	343851118083801	1
344011118074701	344404117550001	1
344011118074701	344044118125701	1
344011118074701	344240118094201	1
344011118074701	344241118094001	1
344011118074701	344136118062901	1
344011118074701	344042118130301	1
344011118074701	344239118074601	1
344011118074701	343951118070001	1
344011118074701	344004118102801	1
344011118074701	343903118074801	1
344011118074701	344030118110001	1
344011118074701	344125118075801	1
344011118074701	343848118083801	1
344011118074701	344240118074301	1
344011118074701	344002118074701	1
344011118074701	344218118083301	1
344011118074701	343144117572901	1
344042118130001	344123118080001	1
344042118130001	344221118083401	1
344042118130001	343851118083801	1
344042118130001	344404117550001	1
344042118130001	344044118125701	1
344042118130001	344240118094201	1
344042118130001	344241118094001	1
344042118130001	344136118062901	1
344042118130001	344042118130301	1
344042118130001	344239118074601	1
344042118130001	343951118070001	1
344042118130001	344004118102801	1
344042118130001	343903118074801	1
344042118130001	344030118110001	1
344042118130001	344125118075801	1
344042118130001	343848118083801	1
344042118130001	344240118074301	1
344042118130001	344002118074701	1
344042118130001	344218118083301	1
344042118130001	343144117572901	1
344123118080001	344221118083401	1
344123118080001	343851118083801	1
344123118080001	344404117550001	1
344123118080001	344044118125701	1
344123118080001	344240118094201	1
344123118080001	344241118094001	1
344123118080001	344136118062901	1
344123118080001	344042118130301	1
344123118080001	344239118074601	1
344123118080001	343951118070001	1
344123118080001	344004118102801	1
344123118080001	343903118074801	1
344123118080001	344030118110001	1
344123118080001	344125118075801	1
344123118080001	343848118083801	1
344123118080001	344240118074301	1
344123118080001	344002118074701	1
344123118080001	344218118083301	1
344123118080001	343144117572901	1
344221118083401	343851118083801	1
344221118083401	344404117550001	1
344221118083401	344044118125701	1
344221118083401	344240118094201	1
344221118083401	344241118094001	1
344221118083401	344136118062901	1
344221118083401	344042118130301	1
344221118083401	344239118074601	1
344221118083401	343951118070001	1
344221118083401	344004118102801	1
344221118083401	343903118074801	1
344221118083401	344030118110001	1
344221118083401	344125118075801	1
344221118083401	343848118083801	1
344221118083401	344240118074301	1
344221118083401	344002118074701	1
344221118083401	344218118083301	1
344221118083401	343144117572901	1
343851118083801	344404117550001	1
343851118083801	344044118125701	1
343851118083801	344240118094201	1
343851118083801	344241118094001	1
343851118083801	344136118062901	1
343851118083801	344042118130301	1
343851118083801	344239118074601	1
343851118083801	343951118070001	1
343851118083801	344004118102801	1
343851118083801	343903118074801	1
343851118083801	344030118110001	1
343851118083801	344125118075801	1
343851118083801	343848118083801	1
343851118083801	344240118074301	1
343851118083801	344002118074701	1
343851118083801	344218118083301	1
343851118083801	343144117572901	1
344404117550001	344044118125701	1
344404117550001	344240118094201	1
344404117550001	344241118094001	1
344404117550001	344136118062901	1
344404117550001	344042118130301	1
344404117550001	344239118074601	1
344404117550001	343951118070001	1
344404117550001	344004118102801	1
344404117550001	343903118074801	1
344404117550001	344030118110001	1
344404117550001	344125118075801	1
344404117550001	343848118083801	1
344404117550001	344240118074301	1
344404117550001	344002118074701	1
344404117550001	344218118083301	1
344404117550001	343144117572901	1
344044118125701	344240118094201	1
344044118125701	344241118094001	1
344044118125701	344136118062901	1
344044118125701	344042118130301	1
344044118125701	344239118074601	1
344044118125701	343951118070001	1
344044118125701	344004118102801	1
344044118125701	343903118074801	1
344044118125701	344030118110001	1
344044118125701	344125118075801	1
344044118125701	343848118083801	1
344044118125701	344240118074301	1
344044118125701	344002118074701	1
344044118125701	344218118083301	1
344044118125701	343144117572901	1
344240118094201	344241118094001	1
344240118094201	344136118062901	1
344240118094201	344042118130301	1
344240118094201	344239118074601	1
344240118094201	343951118070001	1
344240118094201	344004118102801	1
344240118094201	343903118074801	1
344240118094201	344030118110001	1
344240118094201	344125118075801	1
344240118094201	343848118083801	1
344240118094201	344240118074301	1
344240118094201	344002118074701	1
