Node 1	Node 2	Weight
fluoranthene	bisphenol a	1
fluoranthene	naphthalene	1
fluoranthene	bromacil	1
fluoranthene	metolachlor	1
fluoranthene	diazinon	1
fluoranthene	pyrene	1
fluoranthene	chlorpyrifos	1
fluoranthene	prometon	1
pyrene	bisphenol a	1
pyrene	naphthalene	1
pyrene	bromacil	1
pyrene	metolachlor	1
pyrene	diazinon	1
pyrene	chlorpyrifos	1
pyrene	prometon	1
chlorpyrifos	bisphenol a	1
chlorpyrifos	naphthalene	1
chlorpyrifos	bromacil	1
chlorpyrifos	metolachlor	1
chlorpyrifos	diazinon	1
chlorpyrifos	prometon	1
bisphenol a	metolachlor	1
bisphenol a	naphthalene	1
bisphenol a	prometon	1
bisphenol a	bromacil	1
bisphenol a	diazinon	1
metolachlor	naphthalene	1
metolachlor	bromacil	1
metolachlor	prometon	1
metolachlor	diazinon	1
naphthalene	prometon	1
naphthalene	bromacil	1
naphthalene	diazinon	1
prometon	bromacil	1
prometon	diazinon	1
bromacil	diazinon	1
perchlorate	mercury	1
perchlorate	arsenic	5
perchlorate	cadmium	5
perchlorate	vanadium	2
perchlorate	lead	5
perchlorate	dieldrin	9
perchlorate	chromium	5
perchlorate	radium-228	3
perchlorate	radium-226	3
mercury	aluminum	1
mercury	arsenic	3
mercury	vanadium	1
mercury	chromium	3
mercury	manganese	1
mercury	radium-226	1
mercury	antimony	1
mercury	cadmium	3
mercury	lead	2
mercury	dieldrin	1
mercury	radium-228	1
arsenic	p,p'-dde	6
arsenic	aluminum	11
arsenic	strontium	8
arsenic	boron	20
arsenic	iron	13
arsenic	phosphorus	19
arsenic	antimony	4
arsenic	molybdenum	1
arsenic	vanadium	25
arsenic	cadmium	78
arsenic	thallium	3
arsenic	lead	47
arsenic	dieldrin	68
arsenic	chromium	104
arsenic	radium-228	39
arsenic	manganese	66
arsenic	nickel	1
arsenic	radium-226	38
cadmium	p,p'-dde	3
cadmium	aluminum	2
cadmium	boron	3
cadmium	iron	2
cadmium	vanadium	24
cadmium	chromium	78
cadmium	manganese	12
cadmium	nickel	1
cadmium	radium-226	38
cadmium	antimony	4
cadmium	thallium	3
cadmium	lead	44
cadmium	dieldrin	58
cadmium	radium-228	39
cadmium	molybdenum	1
vanadium	boron	2
vanadium	antimony	1
vanadium	molybdenum	1
vanadium	lead	11
vanadium	dieldrin	20
vanadium	chromium	24
vanadium	radium-228	14
vanadium	nickel	1
vanadium	radium-226	14
lead	p,p'-dde	3
lead	aluminum	2
lead	strontium	2
lead	boron	3
lead	iron	4
lead	chromium	44
lead	manganese	8
lead	radium-226	25
lead	antimony	2
lead	thallium	3
lead	dieldrin	41
lead	radium-228	24
dieldrin	p,p'-dde	8
dieldrin	boron	3
dieldrin	iron	2
dieldrin	chromium	94
dieldrin	alpha-hch	1
dieldrin	manganese	6
dieldrin	nickel	1
dieldrin	radium-226	38
dieldrin	thallium	3
dieldrin	aldicarb	1
dieldrin	radium-228	39
chromium	p,p'-dde	3
chromium	aluminum	6
chromium	boron	4
chromium	iron	5
chromium	phosphorus	8
chromium	antimony	4
chromium	molybdenum	1
chromium	thallium	3
chromium	radium-228	39
chromium	manganese	17
chromium	nickel	1
chromium	radium-226	38
radium-228	p,p'-dde	1
radium-228	boron	2
radium-228	iron	1
radium-228	manganese	2
radium-228	nickel	1
radium-228	radium-226	36
radium-228	thallium	1
radium-226	p,p'-dde	1
radium-226	boron	2
radium-226	iron	1
radium-226	manganese	2
radium-226	nickel	1
radium-226	thallium	1
p,p'-dde	thallium	3
p,p'-dde	aldicarb	1
p,p'-dde	alpha-hch	1
p,p'-dde	manganese	2
aldicarb	alpha-hch	1
manganese	aluminum	7
manganese	strontium	5
manganese	boron	9
manganese	iron	13
manganese	phosphorus	10
manganese	antimony	2
aluminum	phosphorus	5
aluminum	antimony	1
aluminum	boron	4
aluminum	strontium	4
aluminum	iron	3
phosphorus	strontium	2
phosphorus	boron	5
phosphorus	iron	4
antimony	boron	1
antimony	molybdenum	1
boron	strontium	6
boron	molybdenum	1
boron	iron	6
strontium	iron	2
