phosphorus	11103000	1980-01-17	4.0	0.5	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1980-02-28	1.0	0.2	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1980-03-31	2.3	0.33	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1980-04-30	7.5	0.85	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1980-05-20	15.999999999999998	1.7	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1980-06-23	6.7	0.77	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1980-07-22	6.8	0.78	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1980-08-18	17.0	1.8	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1980-09-19	22.999999999999996	2.4	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1980-10-30	17.0	1.8	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1980-11-24	17.999999999999996	1.9	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1980-12-16	30.0	3.1	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1981-02-24	13.999999999999998	1.5	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1981-03-24	6.6	0.76	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1981-04-22	3.3999999999999995	0.44	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1981-05-13	4.3	0.53	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1981-06-17	6.5	0.75	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1981-07-21	12.999999999999998	1.4	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1981-09-22	15.999999999999998	1.7	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1981-11-24	12.999999999999998	1.4	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1982-01-19	11.999999999999998	1.3	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1982-03-03	6.7	0.77	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1982-05-25	1.5999999999999999	0.26	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1982-09-14	15.0	1.6	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1982-12-14	6.9	0.79	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1983-03-08	0.7999999999999998	0.18	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1983-09-14	1.8	0.28	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1983-12-14	5.4	0.64	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1984-03-29	0.4999999999999999	0.15	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1984-06-20	2.7	0.37	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1984-09-13	7.3999999999999995	0.84	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1984-12-11	2.3	0.33	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1985-03-22	0.4000000000000001	0.14	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1985-06-26	9.0	1.0	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1985-09-25	18.999999999999996	2.0	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1985-12-11	5.0	0.6	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1986-03-20	7.3999999999999995	0.84	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1986-06-19	1.4999999999999998	0.25	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1986-09-18	0.7000000000000001	0.17	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1986-12-31	1.5999999999999999	0.26	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1987-03-25	0.7000000000000001	0.17	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1987-06-30	1.5999999999999999	0.26	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1987-09-29	1.0999999999999999	0.21	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1987-12-09	21.999999999999996	2.3	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1988-03-15	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1988-06-21	3.2999999999999994	0.43	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1988-12-29	20.0	2.1	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1989-03-30	0.3	0.13	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1989-09-27	10.999999999999998	1.2	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1989-12-28	5.7	0.67	0.1	USEPA_HA_NonCancer
11103000	arsenic	1980-01-17	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1980-04-30	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1980-07-22	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1980-10-30	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1981-01-20	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1981-04-22	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1981-07-21	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1981-11-24	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1982-01-19	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1982-03-03	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1982-07-14	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1982-12-14	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1983-03-08	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1983-06-14	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1983-09-14	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1983-12-14	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1984-03-29	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1984-06-20	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1984-09-13	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1984-12-11	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1985-03-22	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1985-06-26	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1985-09-25	4999.0	7.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1985-12-11	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1986-03-20	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1986-06-19	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1986-12-31	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1987-03-25	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1987-06-30	4999.0	7.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1987-09-29	5713.285714285714	8.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1987-12-09	4999.0	7.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1988-03-15	4999.0	7.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1988-06-21	4999.0	7.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1988-09-28	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
