Node 1	Node 2	Date	% Error	Value	Threshold	Threshold Adhered To
phosphorus	335943118042249	1999-08-10	13.099999999999998	1.41	0.1	USEPA_HA_NonCancer
phosphorus	340002118061301	1996-05-20	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
phosphorus	340002118061301	1996-07-09	1.3999999999999997	0.24	0.1	USEPA_HA_NonCancer
phosphorus	340005118043301	1997-05-09	24.499999999999996	2.55	0.1	USEPA_HA_NonCancer
phosphorus	340005118043301	1998-05-06	17.5	1.85	0.1	USEPA_HA_NonCancer
phosphorus	340005118043304	1996-06-05	0.7999999999999998	0.18	0.1	USEPA_HA_NonCancer
phosphorus	340006118061401	1996-05-20	1.5999999999999999	0.26	0.1	USEPA_HA_NonCancer
phosphorus	342359118424501	1999-10-19	2.4999999999999996	0.35	0.1	USEPA_HA_NonCancer
phosphorus	342404118450101	1999-10-19	2.6	0.36	0.1	USEPA_HA_NonCancer
phosphorus	342404118450102	1999-10-20	3.1999999999999993	0.42	0.1	USEPA_HA_NonCancer
phosphorus	342422118401701	1999-10-19	4.2	0.52	0.1	USEPA_HA_NonCancer
phosphorus	342422118401702	1999-10-19	3.099999999999999	0.41	0.1	USEPA_HA_NonCancer
phosphorus	342456118322001	1999-10-21	1.9999999999999998	0.3	0.1	USEPA_HA_NonCancer
phosphorus	342507118380301	1999-10-19	5.2	0.62	0.1	USEPA_HA_NonCancer
phosphorus	342535118350801	1999-10-22	1.3	0.23	0.1	USEPA_HA_NonCancer
phosphorus	342548118352401	1999-10-19	11.099999999999998	1.21	0.1	USEPA_HA_NonCancer
phosphorus	342557118353801	1999-10-19	7.8	0.88	0.1	USEPA_HA_NonCancer
phosphorus	334657118160005	1998-01-17	0.3	0.13	0.1	USEPA_HA_NonCancer
phosphorus	334802118141803	1998-01-14	0.4000000000000001	0.14	0.1	USEPA_HA_NonCancer
phosphorus	335517118081302	1997-12-29	0.7000000000000001	0.17	0.1	USEPA_HA_NonCancer
phosphorus	335517118081302	1998-05-02	0.09999999999999995	0.11	0.1	USEPA_HA_NonCancer
phosphorus	335517118081303	1997-12-31	1.0999999999999999	0.21	0.1	USEPA_HA_NonCancer
phosphorus	335517118081306	1997-12-31	1.2	0.22	0.1	USEPA_HA_NonCancer
phosphorus	335517118081306	1998-05-02	2.4999999999999996	0.35	0.1	USEPA_HA_NonCancer
phosphorus	335829118065203	1998-01-29	0.09999999999999995	0.11	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1990-03-29	1.5999999999999999	0.26	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1990-06-27	0.6	0.16	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1990-09-26	1.0	0.2	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1990-12-19	21.999999999999996	2.3	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1991-03-28	3.4999999999999996	0.45	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1991-06-28	5.6000000000000005	0.66	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1991-09-26	8.5	0.95	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1991-12-12	22.999999999999996	2.4	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1992-03-18	17.0	1.8	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1992-07-14	5.999999999999999	0.7	0.1	USEPA_HA_NonCancer
arsenic	335112118090404	1997-04-24	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335112118090406	1997-04-24	13570.42857142857	19.0	0.0014	USEPA_MCL_Goal
arsenic	335642118103703	1999-08-16	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
arsenic	335642118103705	1999-08-06	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042215	1993-08-10	5713.285714285714	8.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042215	1993-08-11	4999.0	7.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042215	1993-08-12	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042215	1993-08-13	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042215	1993-08-16	9284.714285714286	13.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042215	1993-08-23	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042215	1993-08-24	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042215	1993-08-28	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042215	1993-08-29	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042215	1993-08-30	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042220	1993-08-10	13570.42857142857	19.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042220	1993-08-11	15713.285714285714	22.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042220	1993-08-12	14284.714285714286	20.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042220	1993-08-13	17141.85714285714	24.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042220	1993-08-16	15713.285714285714	22.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042220	1993-08-23	15713.285714285714	22.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042220	1993-08-24	17141.85714285714	24.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042220	1993-08-28	17856.14285714286	25.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042220	1993-08-29	18570.428571428572	26.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042220	1993-08-30	20713.285714285714	29.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042229	1993-08-11	16427.571428571428	23.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042229	1993-08-12	13570.42857142857	19.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042229	1993-08-13	14284.714285714286	20.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042229	1993-08-16	14284.714285714286	20.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042229	1993-08-23	13570.42857142857	19.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042229	1993-08-24	15713.285714285714	22.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042229	1993-08-28	13570.42857142857	19.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042229	1993-08-29	13570.42857142857	19.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042243	1993-08-10	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042243	1993-08-11	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042243	1993-08-12	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042243	1993-08-13	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042243	1993-08-16	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042243	1993-08-23	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042243	1993-08-24	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042243	1993-08-28	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042243	1993-08-29	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042243	1993-08-30	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042245	1993-08-10	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042245	1993-08-11	13570.42857142857	19.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042245	1993-08-12	15713.285714285714	22.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042245	1993-08-13	14284.714285714286	20.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042245	1993-08-16	13570.42857142857	19.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042245	1993-08-23	13570.42857142857	19.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042245	1993-08-24	12856.142857142857	18.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042245	1993-08-28	12856.142857142857	18.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042245	1993-08-29	12856.142857142857	18.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042245	1993-08-30	12856.142857142857	18.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042246	1993-08-10	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042246	1993-08-11	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042246	1993-08-12	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042246	1993-08-13	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042246	1993-08-16	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042246	1993-08-23	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042246	1993-08-23	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042246	1993-08-23	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042246	1993-08-23	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042246	1993-08-24	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042246	1993-08-28	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042246	1993-08-29	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042246	1993-08-30	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042247	1993-08-10	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042247	1993-08-11	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042247	1993-08-12	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042247	1993-08-13	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042247	1993-08-16	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042247	1993-08-23	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042247	1993-08-24	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042247	1993-08-28	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042247	1993-08-29	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042247	1993-08-30	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	340005118043301	1997-05-09	5713.285714285714	8.0	0.0014	USEPA_MCL_Goal
arsenic	340005118043304	1996-06-05	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
arsenic	340005118043304	1997-04-30	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	334657118160005	1998-01-17	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	334802118141803	1998-01-14	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335517118081302	1997-12-29	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335517118081303	1997-12-31	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
arsenic	335517118081306	1997-12-31	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335829118065203	1998-01-29	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	11103000	1990-03-29	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	11103000	1990-06-27	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	11103000	1990-09-26	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	11103000	1990-12-19	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	11103000	1991-03-28	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	11103000	1991-06-28	4999.0	7.0	0.0014	USEPA_MCL_Goal
arsenic	11103000	1991-09-26	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	334815118184701	1999-04-20	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
arsenic	334815118184702	1999-04-20	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	334815118184703	1999-04-22	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	334815118184704	1999-04-19	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	334815118184705	1999-04-19	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335049118032901	1999-08-03	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
arsenic	335049118032902	1999-08-03	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335049118032903	1999-08-03	14999.0	21.0	0.0014	USEPA_MCL_Goal
arsenic	335049118032904	1999-08-02	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
arsenic	335049118032905	1999-08-03	9284.714285714286	13.0	0.0014	USEPA_MCL_Goal
arsenic	335049118032906	1999-08-04	25713.285714285717	36.0	0.0014	USEPA_MCL_Goal
arsenic	335112118090401	1997-04-25	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
arsenic	335112118090402	1997-04-23	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335112118090405	1997-04-24	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
arsenic	335258118002401	1999-08-04	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335258118002402	1999-08-04	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335258118002403	1999-08-05	5713.285714285714	8.0	0.0014	USEPA_MCL_Goal
arsenic	335258118002404	1999-08-05	8570.42857142857	12.0	0.0014	USEPA_MCL_Goal
arsenic	335258118002405	1999-08-05	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335314118142901	1997-05-01	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335431118173101	1997-05-02	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335431118173102	1997-04-11	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335443118215501	1999-08-17	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335443118215502	1999-08-07	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335443118215503	1999-08-07	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335443118215504	1999-08-07	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335443118215505	1999-08-07	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335443118215506	1999-08-17	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
arsenic	335524118152001	1998-01-07	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335524118152002	1998-01-07	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335524118152003	1998-01-08	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
arsenic	335524118152004	1998-01-08	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335546118024302	1999-04-23	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335546118024303	1999-04-23	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335546118024304	1999-04-23	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335642118103701	1999-08-06	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335642118103702	1999-08-16	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335642118103704	1999-08-06	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335719118101501	1999-08-06	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335737118192501	1999-04-28	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335737118192502	1999-04-28	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335737118192503	1999-04-26	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335801118213101	1999-04-27	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335801118213103	1999-04-26	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335801118213104	1999-04-27	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335801118213105	1999-04-26	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335917118141001	1997-04-09	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335917118141002	1997-04-10	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335917118141003	1997-04-10	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335917118141004	1997-04-09	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042201	1993-08-11	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042201	1993-08-12	9284.714285714286	13.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042201	1993-08-16	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042201	1993-08-23	9999.0	14.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042201	1993-08-24	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042201	1993-08-28	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042201	1993-08-29	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042201	1993-08-30	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042202	1993-08-11	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042202	1993-08-12	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042202	1993-08-13	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042202	1993-08-16	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042202	1993-08-23	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042202	1993-08-24	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042202	1993-08-28	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042202	1993-08-29	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042202	1993-08-30	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042204	1993-08-12	9999.0	14.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042204	1993-08-16	12141.857142857143	17.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042204	1993-08-23	12141.857142857143	17.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042204	1993-08-24	11427.57142857143	16.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042204	1993-08-29	12141.857142857143	17.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042205	1993-08-10	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042205	1993-08-11	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042205	1993-08-12	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042205	1993-08-13	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042205	1993-08-16	4999.0	7.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042205	1993-08-23	5713.285714285714	8.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042205	1993-08-24	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042205	1993-08-28	5713.285714285714	8.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042205	1993-08-29	4999.0	7.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042205	1993-08-30	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042206	1993-08-10	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042206	1993-08-11	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042206	1993-08-12	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042206	1993-08-13	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042206	1993-08-16	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042206	1993-08-23	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042206	1993-08-24	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042206	1993-08-28	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042206	1993-08-29	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042206	1993-08-30	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042207	1993-08-10	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042207	1993-08-11	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042207	1993-08-12	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042207	1993-08-13	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042207	1993-08-16	9284.714285714286	13.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042207	1993-08-23	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042207	1993-08-24	8570.42857142857	12.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042207	1993-08-28	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042207	1993-08-29	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042207	1993-08-30	8570.42857142857	12.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042208	1993-08-10	8570.42857142857	12.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042208	1993-08-12	9284.714285714286	13.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042208	1993-08-13	9999.0	14.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042208	1993-08-16	11427.57142857143	16.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042208	1993-08-23	9284.714285714286	13.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042208	1993-08-24	9999.0	14.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042208	1993-08-28	9999.0	14.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042208	1993-08-29	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042208	1993-08-30	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042209	1993-08-10	5713.285714285714	8.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042209	1993-08-11	5713.285714285714	8.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042209	1993-08-12	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042209	1993-08-13	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042209	1993-08-16	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042209	1993-08-23	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042209	1993-08-24	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042209	1993-08-28	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042209	1993-08-29	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042209	1993-08-30	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042210	1993-08-10	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042210	1993-08-12	9284.714285714286	13.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042210	1993-08-13	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042210	1993-08-16	9999.0	14.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042210	1993-08-23	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042210	1993-08-24	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042210	1993-08-28	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042210	1993-08-29	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042210	1993-08-30	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042211	1993-08-10	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042211	1993-08-11	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042211	1993-08-12	9284.714285714286	13.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042211	1993-08-13	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042211	1993-08-16	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042211	1993-08-23	8570.42857142857	12.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042211	1993-08-24	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042211	1993-08-28	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042211	1993-08-29	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
arsenic	335943118042211	1993-08-30	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
