335112118090403	arsenic	2000-08-14	570.4285714285714	0.8	0.0014	USEPA_MCL_Goal
335112118090403	p,p'-dde	2000-08-14	9.169491525423728	0.006	0.00059	CA_Inland_Health_DW
335112118090403	dieldrin	2000-08-14	6.142857142857144	0.001	0.00014	CA_Inland_Health_DW
arsenic	335112118090404	2000-08-15	6927.5714285714275	9.7	0.0014	USEPA_MCL_Goal
arsenic	335642118103703	2000-08-24	2784.714285714286	3.9	0.0014	USEPA_MCL_Goal
arsenic	335642118103705	2000-08-24	2999.0	4.2	0.0014	USEPA_MCL_Goal
arsenic	335818118051201	2000-09-11	4499.0	6.3	0.0014	USEPA_MCL_Goal
arsenic	344005118081801	2006-05-19	11999.0	16.8	0.0014	USEPA_MCL_Goal
arsenic	344005118081801	2006-05-19	12856.142857142857	18.0	0.0014	USEPA_MCL_Goal
arsenic	344005118081801	2006-05-19	14141.857142857143	19.8	0.0014	USEPA_MCL_Goal
arsenic	344005118081801	2006-05-19	14284.714285714286	20.0	0.0014	USEPA_MCL_Goal
arsenic	344005118081801	2006-05-19	14999.0	21.0	0.0014	USEPA_MCL_Goal
arsenic	344005118081801	2006-05-19	12141.857142857143	17.0	0.0014	USEPA_MCL_Goal
arsenic	344005118081801	2006-05-19	16499.0	23.1	0.0014	USEPA_MCL_Goal
arsenic	344005118081801	2006-05-19	15713.285714285714	22.0	0.0014	USEPA_MCL_Goal
arsenic	344005118081801	2006-05-19	10570.428571428572	14.8	0.0014	USEPA_MCL_Goal
arsenic	344005118081801	2006-05-19	11427.57142857143	16.0	0.0014	USEPA_MCL_Goal
arsenic	344005118081801	2006-05-19	9856.142857142857	13.8	0.0014	USEPA_MCL_Goal
arsenic	344005118081801	2006-05-19	9999.0	14.0	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-16	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	58570.42857142857	82.0	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	54784.71428571428	76.7	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	41499.00000000001	58.1	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	41499.00000000001	58.1	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	24356.142857142862	34.1	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	23784.714285714286	33.3	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	2999.0	4.2	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	2641.857142857143	3.7	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	3641.857142857142	5.1	0.0014	USEPA_MCL_Goal
arsenic	344306118092601	2003-09-18	3713.285714285714	5.2	0.0014	USEPA_MCL_Goal
arsenic	344910117533101	2002-06-06	5499.0	7.7	0.0014	USEPA_MCL_Goal
arsenic	344910117533101	2002-06-06	4641.857142857143	6.5	0.0014	USEPA_MCL_Goal
arsenic	344910117533102	2002-06-07	7499.0	10.5	0.0014	USEPA_MCL_Goal
arsenic	344910117533102	2002-06-07	4927.571428571428	6.9	0.0014	USEPA_MCL_Goal
arsenic	344910117533103	2002-06-05	17070.42857142857	23.9	0.0014	USEPA_MCL_Goal
arsenic	344910117533103	2002-06-05	14999.0	21.0	0.0014	USEPA_MCL_Goal
arsenic	344910117533104	2002-06-07	61498.99999999999	86.1	0.0014	USEPA_MCL_Goal
arsenic	344910117533104	2002-06-07	29999.000000000004	42.0	0.0014	USEPA_MCL_Goal
arsenic	344910117533105	2002-06-06	32927.571428571435	46.1	0.0014	USEPA_MCL_Goal
arsenic	344910117533105	2002-06-06	30713.285714285717	43.0	0.0014	USEPA_MCL_Goal
arsenic	340158118412401	2009-07-22	17784.714285714286	24.9	0.0014	USEPA_MCL_Goal
arsenic	340156118411401	2009-07-22	1999.0	2.8	0.0014	USEPA_MCL_Goal
arsenic	340207118413301	2009-07-21	10284.714285714286	14.4	0.0014	USEPA_MCL_Goal
arsenic	340205118410101	2009-07-22	2070.4285714285716	2.9	0.0014	USEPA_MCL_Goal
arsenic	340210118405401	2009-07-22	2213.2857142857147	3.1	0.0014	USEPA_MCL_Goal
arsenic	340209118410301	2009-07-23	1499.0000000000002	2.1	0.0014	USEPA_MCL_Goal
arsenic	343515118101401	2009-08-11	998.9999999999999	1.4	0.0014	USEPA_MCL_Goal
arsenic	340155118410201	2009-07-26	8641.857142857143	12.1	0.0014	USEPA_MCL_Goal
arsenic	340156118410601	2009-07-26	4570.428571428572	6.4	0.0014	USEPA_MCL_Goal
arsenic	340157118413103	2009-11-10	9141.857142857143	12.8	0.0014	USEPA_MCL_Goal
arsenic	334753118051901	2000-03-14	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	334753118051902	2000-03-15	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	334753118051903	2000-03-10	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	334753118051904	2000-03-15	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	334753118051905	2000-03-14	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
arsenic	334753118051906	2000-03-14	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
arsenic	334836118061201	2006-08-17	84.71428571428571	0.12	0.0014	USEPA_MCL_Goal
arsenic	335030118070001	2001-05-18	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
arsenic	335100118120401	2000-03-09	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335100118120402	2001-03-30	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335100118120403	2000-03-09	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
arsenic	335100118120404	2000-03-08	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
arsenic	335100118120405	2000-03-07	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
