Node 1	Node 2	Weight
344740118223801	335028118053903	1
344740118223801	344800118221308	2
344740118223801	341900118190002	2
344740118223801	340027118041501	1
344740118223801	335028118053906	1
344740118223801	341100118130001	2
344740118223801	341100118010001	2
344740118223801	334657118160002	2
344740118223801	344728118224201	3
344740118223801	342200118100001	2
344740118223801	343000118270001	2
344740118223801	335716118135105	1
344740118223801	343822118051901	2
344740118223801	340027118041504	1
344740118223801	343800118300001	2
344740118223801	341900117490001	2
344740118223801	344815118240401	2
344740118223801	343546118091601	2
344740118223801	341800118010001	2
344740118223801	335801118213101	2
344740118223801	340040118100901	2
344740118223801	344000118270001	2
344740118223801	343216117562601	2
344740118223801	335849118112201	1
344740118223801	341900118070001	2
344740118223801	340156118411101	1
344740118223801	335028118053907	1
344740118223801	335235118175901	2
344740118223801	335131118204501	1
344740118223801	335131118204502	1
344740118223801	342600118170001	2
344740118223801	344753118241801	3
344740118223801	342045118215201	2
344740118223801	341705118132401	2
344740118223801	335028118053908	1
344740118223801	334657118160001	2
344740118223801	342300117430001	2
344740118223801	335235118175904	2
344740118223801	340046118182701	1
344740118223801	335028118053904	1
344740118223801	342000117580001	2
344740118223801	335028118053901	1
344740118223801	335733118164704	1
344740118223801	344829118222801	2
344740118223801	344759118221302	2
344740118223801	343404117593101	2
344740118223801	340245118411501	1
344740118223801	335126118155805	1
344740118223801	342632118084501	3
344740118223801	340027118041503	1
344740118223801	340152118273601	2
344740118223801	343600118260001	2
344740118223801	335849118112205	1
344740118223801	341732118171101	2
344740118223801	344800118221304	2
344740118223801	335535118123904	1
344740118223801	344600118160001	2
344740118223801	344751118241915	2
344740118223801	340027118071901	2
344740118223801	335131118204506	1
344740118223801	340046118182706	1
344740118223801	344752118241901	3
344740118223801	344400118350001	2
344740118223801	335312118200703	1
344740118223801	335312118200704	1
344740118223801	334944118203304	2
344740118223801	335733118164705	1
344740118223801	340148118030901	2
344740118223801	335236118232103	1
344740118223801	340207118413301	1
344740118223801	334837118085701	2
344740118223801	342200117430001	2
344740118223801	335733118164701	1
344740118223801	344104118053101	2
344740118223801	340203118410701	1
344740118223801	335716118135101	2
344740118223801	344200118330001	2
344740118223801	335535118124001	1
344740118223801	335555118204002	1
344740118223801	340106118134802	1
344740118223801	340210118405401	1
344740118223801	341735118112101	2
344740118223801	344751118241801	3
344740118223801	335716118135102	1
344740118223801	344730118224201	3
344740118223801	340400117530001	2
344740118223801	334737118101905	2
344740118223801	334944118203303	1
344740118223801	335236118232102	1
344740118223801	341000118220001	2
344740118223801	344751118241802	3
344740118223801	335236118232107	1
344740118223801	335849118112202	1
344740118223801	344729118224304	2
344740118223801	344759118223201	2
344740118223801	334737118101901	2
344740118223801	335312118200705	1
344740118223801	343122118024401	2
344740118223801	335643118105801	2
344740118223801	335100118120404	2
344740118223801	334657118160004	2
344740118223801	335314118223801	2
344740118223801	340046118182705	1
344740118223801	344759118221301	2
344740118223801	340030118041202	1
344740118223801	344836118221104	2
344740118223801	335555118204006	1
344740118223801	342505118053701	3
344740118223801	344836118221108	2
344740118223801	335312118200701	1
344740118223801	340230118410401	1
344740118223801	334944118203305	2
344740118223801	335126118155806	1
344740118223801	343300118280001	2
344740118223801	335716118135103	1
344740118223801	335716118135106	1
344740118223801	340303117434701	2
344740118223801	335236118232106	1
344740118223801	343326117591701	2
344740118223801	335535118123906	1
344740118223801	342643117505201	2
344740118223801	344729118224301	2
344740118223801	340106118134803	1
344740118223801	335236118232105	2
344740118223801	335535118123905	1
344740118223801	344338118022501	2
344740118223801	334615118131002	2
344740118223801	340208118410701	1
344740118223801	340046118182704	1
344740118223801	344548118092501	1
344740118223801	334944118203306	1
344740118223801	340156118411401	2
344740118223801	334815118184702	2
344740118223801	341400117490001	2
344740118223801	335801118213102	1
344740118223801	335555118204001	2
344740118223801	340209118410301	1
344740118223801	335126118155803	2
344740118223801	335801118213103	2
344740118223801	335733118164702	1
344740118223801	344751118241925	2
344740118223801	340208118410101	1
344740118223801	341400118130001	2
344740118223801	342000117590001	2
344740118223801	342600118190001	2
344740118223801	341100118092001	2
