Node 1	Node 2	Weight
335917118141001	335524118152001	1
335917118141001	344921117570601	1
335917118141001	335943118042213	1
335917118141001	335829118065205	1
335917118141001	334657118160002	1
335917118141001	340005118043301	1
335917118141001	335943118042204	1
335917118141001	343822118051901	1
335917118141001	335524118152004	1
335917118141001	335801118213101	1
335917118141001	335943118042218	1
335917118141001	335943118042216	1
335917118141001	335431118173101	1
335917118141001	335642118103703	1
335917118141001	335049118032902	1
335917118141001	335049118032903	1
335917118141001	334657118160001	1
335917118141001	11103000	1
335917118141001	335642118103702	1
335917118141001	335431118173102	1
335917118141001	340040118100906	1
335917118141001	335943118042201	1
335917118141001	335112118090401	1
335917118141001	335443118215502	1
335917118141001	335258118002405	1
335917118141001	335943118042246	1
335917118141001	335943118042207	1
335917118141001	340040118100903	1
335917118141001	335829118065204	1
335917118141001	335829118065202	1
335917118141001	335517118081301	1
335917118141001	340005118043302	1
335917118141001	335943118042221	1
335917118141001	334802118141801	1
335917118141001	335258118002404	1
335917118141001	335642118103704	1
335917118141001	334802118141802	1
335917118141001	334657118160005	1
335917118141001	335943118042215	1
335917118141001	335049118032904	1
335917118141001	335943118042211	1
335917118141001	335443118215505	1
335917118141001	335943118042226	1
335917118141001	335943118042242	1
335917118141001	335801118213104	1
335917118141001	335829118065206	1
335917118141001	334815118184703	1
335917118141001	340005118043304	1
335917118141001	335049118032905	1
335917118141001	335112118090402	1
335917118141001	340040118100902	1
335917118141001	335517118081305	1
335917118141001	334802118141804	1
335917118141001	335943118042243	1
335917118141001	335112118090406	1
335917118141001	344835117531304	1
335917118141001	340005118043303	1
335917118141001	335943118042212	1
335917118141001	344835117531301	1
335917118141001	335943118042247	1
335917118141001	335943118042224	1
335917118141001	334657118160004	1
335917118141001	335737118192502	1
335917118141001	335443118215503	1
335917118141001	344457117581001	1
335917118141001	335943118042219	1
335917118141001	335517118081302	1
335917118141001	335943118042205	1
335917118141001	335642118103701	1
335917118141001	335524118152003	1
335917118141001	335546118024302	1
335917118141001	335829118065201	1
335917118141001	344548118092501	1
335917118141001	335943118042220	1
335917118141001	335517118081306	1
335917118141001	334815118184702	1
335917118141001	335719118101501	1
335917118141001	335943118042223	1
335917118141001	335801118213103	1
335917118141001	344828118372601	1
335917118141001	334657118160003	1
335917118141001	335801118213105	1
335917118141001	335943118042245	1
335917118141001	335943118042244	1
335917118141001	335443118215504	1
335917118141001	335917118141004	1
335917118141001	335112118090405	1
335917118141001	335943118042202	1
335917118141001	335829118065203	1
335917118141001	335642118103705	1
335917118141001	344209118183801	1
335917118141001	335258118002403	1
335917118141001	335517118081303	1
335917118141001	343811118050601	1
335917118141001	344551117553101	1
335917118141001	335013118142501	1
335917118141001	335314118142901	1
335917118141001	335943118042229	1
335917118141001	335737118192501	1
335917118141001	335943118042208	1
335917118141001	335013118142504	1
335917118141001	335943118042209	1
335917118141001	334815118184704	1
335917118141001	335112118090403	1
335917118141001	334802118141805	1
335917118141001	334815118184701	1
335917118141001	335737118192503	1
335917118141001	340040118100904	1
335917118141001	334815118184705	1
335917118141001	335546118024304	1
335917118141001	335112118090404	1
335917118141001	335943118042231	1
335917118141001	340040118100905	1
335917118141001	335443118215506	1
335917118141001	335943118042206	1
335917118141001	335943118042227	1
335917118141001	335258118002402	1
335917118141001	344636118320801	1
335917118141001	335524118152002	1
335917118141001	335943118042214	1
335917118141001	335517118081304	1
335917118141001	335943118042210	1
335917118141001	343820118050103	1
335917118141001	335013118142502	1
335917118141001	335049118032901	1
335917118141001	335258118002401	1
335917118141001	335917118141003	1
335917118141001	344835117531303	1
335917118141001	335917118141002	1
335917118141001	334802118141803	1
335917118141001	335943118042225	1
335917118141001	344703118095601	1
335917118141001	335546118024303	1
335917118141001	335013118142503	1
335917118141001	335943118042228	1
335917118141001	335049118032906	1
335917118141001	335443118215501	1
335917118141001	335943118042217	1
335524118152001	344921117570601	1
335524118152001	335943118042213	5
335524118152001	335829118065205	1
335524118152001	334657118160002	1
335524118152001	340005118043301	1
335524118152001	335943118042204	6
335524118152001	343822118051901	1
335524118152001	335215118102001	3
335524118152001	335524118152004	7
335524118152001	335801118213101	1
335524118152001	335943118042218	5
335524118152001	335943118042216	5
335524118152001	335431118173101	4
335524118152001	335642118103703	1
335524118152001	335049118032902	1
335524118152001	335049118032903	1
335524118152001	335435118115201	3
335524118152001	334657118160001	1
335524118152001	11103000	5
335524118152001	335738118051301	3
335524118152001	335642118103702	1
335524118152001	335431118173102	1
335524118152001	340040118100906	1
335524118152001	335943118042201	6
335524118152001	335935118042901	3
335524118152001	335112118090401	4
335524118152001	335443118215502	1
335524118152001	335258118002405	1
335524118152001	335943118042246	4
335524118152001	335943118042207	5
335524118152001	340040118100903	1
335524118152001	335829118065204	1
335524118152001	335829118065202	1
335524118152001	335517118081301	1
335524118152001	340005118043302	1
335524118152001	335943118042221	7
335524118152001	335047118061601	3
335524118152001	334802118141801	1
335524118152001	335258118002404	1
335524118152001	335943118042403	4
335524118152001	335642118103704	1
335524118152001	334802118141802	1
335524118152001	334657118160005	1
335524118152001	335943118042215	5
335524118152001	335859118045001	4
335524118152001	335049118032904	1
335524118152001	335943118042211	5
335524118152001	335443118215505	1
335524118152001	335943118042226	4
335524118152001	335943118042242	5
335524118152001	335801118213104	1
335524118152001	335829118065206	1
335524118152001	334815118184703	1
335524118152001	340005118043304	1
335524118152001	335049118032905	1
335524118152001	335112118090402	4
335524118152001	340040118100902	1
335524118152001	335517118081305	1
335524118152001	334802118141804	1
335524118152001	335943118042243	7
335524118152001	335112118090406	4
335524118152001	344835117531304	1
335524118152001	340005118043303	1
335524118152001	335943118042212	5
335524118152001	344835117531301	1
335524118152001	335030118070001	3
335524118152001	335943118042247	6
335524118152001	335943118042224	4
335524118152001	334657118160004	1
335524118152001	335737118192502	1
335524118152001	335443118215503	1
335524118152001	344457117581001	1
335524118152001	340045118035501	3
335524118152001	335943118042219	5
335524118152001	335517118081302	1
335524118152001	335943118042205	4
335524118152001	335642118103701	1
335524118152001	335524118152003	7
335524118152001	335209118080101	4
335524118152001	335546118024302	1
335524118152001	335440118081101	3
335524118152001	335829118065201	1
335524118152001	344548118092501	1
335524118152001	335943118042220	6
335524118152001	335517118081306	1
335524118152001	334815118184702	1
335524118152001	335719118101501	1
335524118152001	335943118042223	4
335524118152001	335801118213103	1
335524118152001	344828118372601	1
335524118152001	334657118160003	1
335524118152001	335801118213105	1
335524118152001	335943118042245	6
335524118152001	335943118042244	5
335524118152001	335443118215504	1
335524118152001	335917118141004	1
335524118152001	335112118090405	4
335524118152001	335943118042202	4
335524118152001	335829118065203	1
335524118152001	335642118103705	1
335524118152001	344209118183801	1
