phosphorus	11103000	1979-10-29	15.0	1.6	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1979-11-27	31.0	3.2	0.1	USEPA_HA_NonCancer
phosphorus	11103000	1979-12-20	32.99999999999999	3.4	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1977-10-19	15.999999999999998	1.7	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1977-11-16	11.999999999999998	1.3	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1977-12-22	28.999999999999996	3.0	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1978-01-12	5.7	0.67	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1978-02-22	4.1	0.51	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1978-03-21	0.4000000000000001	0.14	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1978-04-19	1.0	0.2	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1978-05-19	2.8000000000000003	0.38	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1978-06-27	0.6	0.16	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1978-08-17	10.999999999999998	1.2	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1978-09-06	2.4999999999999996	0.35	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1978-10-27	2.7	0.37	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1978-11-27	13.999999999999998	1.5	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1978-12-20	4.3	0.53	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1979-01-26	8.7	0.97	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1979-02-27	17.0	1.8	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1979-03-22	4.0	0.5	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1979-04-26	4.8	0.58	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1979-05-17	5.8999999999999995	0.69	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1979-07-26	15.0	1.6	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1979-08-23	15.0	1.6	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1979-09-28	10.0	1.1	0.1	USEPA_HA_NonCancer
phosphorus	11103010	1979-10-29	15.0	1.6	0.1	USEPA_HA_NonCancer
