340157118404901	0
335600118150001	0
335943118042218	0
344000118250001	0
335312118200706	0
342900118360001	0
344751118241901	0
340620118060301	0
344910117533101	0
335842118034101	0
344623117550001	0
335818118051204	0
344457117581001	0
335258118002404	0
341700118270001	0
340154118405101	0
344829118222801	0
335517118081304	0
343144117572901	0
334921118165303	0
342456118322001	0
335239118061503	0
334753118051905	0
340030118041202	0
335312118200704	0
335735118085803	0
335028118053901	0
335733118164705	0
344500118100001	0
344158118124801	0
344834118151401	0
340027118041504	0
344816118224001	0
340030118041203	0
335333118140604	0
335829118065201	0
340202118404401	0
334712118124302	0
340006118061401	0
335337118113402	0
335742118113301	0
335100118120404	0
335849118112202	0
343845117504301	0
340046118182706	0
335033118193101	0
344910117533102	0
343837117493901	0
334904118130301	0
335842118034104	0
335609118000101	0
343040118363801	0
334802118141805	0
335028118053904	0
334751118131901	0
335829118065204	0
340046118182702	0
344011118074701	0
340027118071906	0
340106118134802	0
335443118031901	0
344109118092401	0
335431118173102	0
344703118095601	0
335710118105101	0
335535118124001	0
340159118414601	0
340046118182701	0
340618117573401	0
335100118120406	0
335126118155802	0
344240118074301	0
340046118182703	0
344125118075801	0
335236118232107	0
334657118160003	0
335858118183501	0
344209118183801	0
334944118203306	0
344759118221302	0
335917118141002	0
11097490	0
335239118061504	0
340100118100001	0
333420118060501	0
344218118083301	0
340000118120001	0
335126118155806	0
340405118243001	0
335818118125301	0
340030118041201	0
335943118042212	0
335535118123903	0
334753118051906	0
335917118141003	0
334706118171702	0
344800118221309	0
335943118042249	0
335028118053908	0
335943118042244	0
344305118091801	0
340655118451801	0
344404117550001	0
335049118032905	0
335028118053905	0
340207118410401	0
335645118105601	0
335000118200001	0
335842118034102	0
340023118200201	0
334710118145801	0
335946118042101	0
334802118141803	0
335443118215504	0
335535118124003	0
340206118405901	0
340005118043303	0
334747118132302	0
335801118213105	0
340157118405201	0
344835117531302	0
344728118224201	0
343727118085202	0
335849118112204	0
340800118160001	0
335818118051206	0
342700118110002	0
335735118085804	0
334753118051903	0
335952118155602	0
335100118120403	0
341837118262201	0
344856117541801	0
343404117593101	0
342200117430001	0
335609118000201	0
335131118204504	0
344841118240301	0
334712118124301	0
343826118035801	0
340205118410101	0
11080000	0
335849118112205	0
344910117533106	0
343900118110001	0
334802118141802	0
335900118220001	0
334900118140001	0
340208118411001	0
340500118030001	0
334656118162801	0
342600118330001	0
335258118002401	0
344636118320801	0
343326117591701	0
335943118042211	0
335112118090406	0
335314118221301	0
344006118082601	0
340152118273601	0
335943118042248	0
344030118110001	0
335236118232103	0
335049118032903	0
335733118164704	0
335555118204007	0
342900118360002	0
343951118070001	0
344800118221301	0
344751118241911	0
344310118172601	0
335555118204006	0
334921118165304	0
343222117552901	0
342700118280001	0
344100118170001	0
334921118165301	0
344843118215601	0
334704118192601	0
335500118200001	0
335333118140606	0
342507118380303	0
343943118081801	0
335710118225001	0
334837118085705	0
340156118411101	0
340215118455401	0
341300118220001	0
335131118204505	0
343704118095601	0
335028118053907	0
340537117425501	0
335842118034106	0
335733118164702	0
11103010	0
335723118245505	0
334837118085706	0
335443118215505	0
335443118215503	0
335312118200703	0
335642118103703	0
344004118102801	0
334615118131002	0
335849118112206	0
344759118223101	0
335312118200705	0
335131118204506	0
335258118002405	0
340521117564201	0
335917118141001	0
334921118165305	0
335443118215502	0
335517118081301	0
335431118173104	0
340600117540001	0
342400117460001	0
335236118232101	0
344828118372601	0
335642118103701	0
344003118074901	0
334626118043601	0
344759118221303	0
335609118000104	0
334904118202401	0
344446118074901	0
335312118200702	0
343822118051901	0
334748118141901	0
340046118182705	0
344835117531304	0
340157118413301	0
343000118320001	0
335723118245501	0
340155118404701	0
342700118290001	0
335735118085802	0
342422118401702	0
335952118155604	0
344911117524001	0
344042118130301	0
335337118113401	0
11095500	0
335642118103702	0
334837118085702	0
335818118051203	0
335515118112101	0
335517118081303	0
335735118085805	0
344109118092201	0
335337118113403	0
334815118184705	0
340030118041204	0
341800118220001	0
340046118182704	0
334904118130302	0
344104118053101	0
342200117400001	0
344551117553101	0
340100118210001	0
335716118135102	0
335716118135104	0
334753118051904	0
335048118212901	0
335028118053906	0
335049118032904	0
341100118090001	0
335546118024304	0
335737118192503	0
335801118213102	0
340027118041503	0
344120118081301	0
340152118405901	0
335028118053902	0
340027118041502	0
344759118223201	0
335535118123904	0
335131118204502	0
344136118062901	0
335046118055501	0
344005118081801	0
335642118103705	0
335723118245503	0
343811118050601	0
344338118022501	0
340040118100906	0
344028118112601	0
335733118164706	0
343951118065901	0
335535118124002	0
11082800	0
335723118245502	0
335236118232102	0
