Site	Pollutant	Date	% Error	Value	Threshold	Threshold Adhered To
335943118042249	phosphorus	1999-08-10	13.099999999999998	1.41	0.1	USEPA_HA_NonCancer
335946118042102	phosphorus	2000-08-02	5.800000000000001	0.68	0.1	USEPA_HA_NonCancer
340002118061301	phosphorus	1996-05-20	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
340002118061301	phosphorus	1996-07-09	1.3999999999999997	0.24	0.1	USEPA_HA_NonCancer
340005118043301	phosphorus	1997-05-09	24.499999999999996	2.55	0.1	USEPA_HA_NonCancer
340005118043301	phosphorus	1998-05-06	17.5	1.85	0.1	USEPA_HA_NonCancer
340005118043304	phosphorus	1996-06-05	0.7999999999999998	0.18	0.1	USEPA_HA_NonCancer
340006118061401	phosphorus	1996-05-20	1.5999999999999999	0.26	0.1	USEPA_HA_NonCancer
342359118424501	phosphorus	1999-10-19	2.4999999999999996	0.35	0.1	USEPA_HA_NonCancer
342359118424501	phosphorus	2000-05-02	0.7100000000000001	0.171	0.1	USEPA_HA_NonCancer
342404118450101	phosphorus	1999-10-19	2.6	0.36	0.1	USEPA_HA_NonCancer
342404118450101	phosphorus	2000-05-02	0.7100000000000001	0.171	0.1	USEPA_HA_NonCancer
342404118450102	phosphorus	1999-10-20	3.1999999999999993	0.42	0.1	USEPA_HA_NonCancer
342420118402201	phosphorus	2000-05-02	1.4999999999999998	0.25	0.1	USEPA_HA_NonCancer
342422118401701	phosphorus	1999-10-19	4.2	0.52	0.1	USEPA_HA_NonCancer
342422118401701	phosphorus	2000-05-02	0.8299999999999998	0.183	0.1	USEPA_HA_NonCancer
342422118401702	phosphorus	1999-10-19	3.099999999999999	0.41	0.1	USEPA_HA_NonCancer
342456118322001	phosphorus	1999-10-21	1.9999999999999998	0.3	0.1	USEPA_HA_NonCancer
342507118380301	phosphorus	1999-10-19	5.2	0.62	0.1	USEPA_HA_NonCancer
342507118380301	phosphorus	2000-05-02	0.8999999999999999	0.19	0.1	USEPA_HA_NonCancer
342527118323001	phosphorus	2000-05-04	1.0399999999999998	0.204	0.1	USEPA_HA_NonCancer
342530118332501	phosphorus	2000-05-05	0.6900000000000001	0.169	0.1	USEPA_HA_NonCancer
342535118350801	phosphorus	1999-10-22	1.3	0.23	0.1	USEPA_HA_NonCancer
342535118350801	phosphorus	2000-05-02	0.45999999999999985	0.146	0.1	USEPA_HA_NonCancer
342535118350801	phosphorus	2000-05-05	0.5099999999999999	0.151	0.1	USEPA_HA_NonCancer
342548118352401	phosphorus	1999-10-19	11.099999999999998	1.21	0.1	USEPA_HA_NonCancer
342548118352401	phosphorus	2000-05-02	1.3999999999999997	0.24	0.1	USEPA_HA_NonCancer
342557118353801	phosphorus	1999-10-19	7.8	0.88	0.1	USEPA_HA_NonCancer
342557118353801	phosphorus	2000-05-02	1.0999999999999999	0.21	0.1	USEPA_HA_NonCancer
344005118081801	phosphorus	2006-05-19	3.4999999999999996	0.45	0.1	USEPA_HA_NonCancer
334657118160005	phosphorus	1998-01-17	0.3	0.13	0.1	USEPA_HA_NonCancer
334802118141803	phosphorus	1998-01-14	0.4000000000000001	0.14	0.1	USEPA_HA_NonCancer
335517118081302	phosphorus	1997-12-29	0.7000000000000001	0.17	0.1	USEPA_HA_NonCancer
335517118081302	phosphorus	1998-05-02	0.09999999999999995	0.11	0.1	USEPA_HA_NonCancer
335517118081303	phosphorus	1997-12-31	1.0999999999999999	0.21	0.1	USEPA_HA_NonCancer
335517118081306	phosphorus	1997-12-31	1.2	0.22	0.1	USEPA_HA_NonCancer
335517118081306	phosphorus	1998-05-02	2.4999999999999996	0.35	0.1	USEPA_HA_NonCancer
335829118065203	phosphorus	1998-01-29	0.09999999999999995	0.11	0.1	USEPA_HA_NonCancer
344306118092601	phosphorus	2003-09-18	6.1	0.71	0.1	USEPA_HA_NonCancer
342404118450106	phosphorus	2000-05-02	0.8199999999999998	0.182	0.1	USEPA_HA_NonCancer
342507118380303	phosphorus	2000-05-02	2.4999999999999996	0.35	0.1	USEPA_HA_NonCancer
344910117533101	phosphorus	2002-06-06	2.1999999999999997	0.32	0.1	USEPA_HA_NonCancer
344910117533102	phosphorus	2002-06-07	2.8000000000000003	0.38	0.1	USEPA_HA_NonCancer
344910117533103	phosphorus	2002-06-05	11.099999999999998	1.21	0.1	USEPA_HA_NonCancer
344910117533104	phosphorus	2002-06-07	448.99999999999994	45.0	0.1	USEPA_HA_NonCancer
344910117533105	phosphorus	2002-06-06	401.99999999999994	40.3	0.1	USEPA_HA_NonCancer
344910117533106	phosphorus	2002-06-06	245.0	24.6	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1979-10-29	15.0	1.6	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1979-11-27	31.0	3.2	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1979-12-20	32.99999999999999	3.4	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1980-01-17	4.0	0.5	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1980-02-28	1.0	0.2	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1980-03-31	2.3	0.33	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1980-04-30	7.5	0.85	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1980-05-20	15.999999999999998	1.7	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1980-06-23	6.7	0.77	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1980-07-22	6.8	0.78	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1980-08-18	17.0	1.8	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1980-09-19	22.999999999999996	2.4	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1980-10-30	17.0	1.8	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1980-11-24	17.999999999999996	1.9	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1980-12-16	30.0	3.1	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1981-02-24	13.999999999999998	1.5	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1981-03-24	6.6	0.76	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1981-04-22	3.3999999999999995	0.44	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1981-05-13	4.3	0.53	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1981-06-17	6.5	0.75	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1981-07-21	12.999999999999998	1.4	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1981-09-22	15.999999999999998	1.7	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1981-11-24	12.999999999999998	1.4	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1982-01-19	11.999999999999998	1.3	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1982-03-03	6.7	0.77	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1982-05-25	1.5999999999999999	0.26	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1982-09-14	15.0	1.6	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1982-12-14	6.9	0.79	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1983-03-08	0.7999999999999998	0.18	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1983-09-14	1.8	0.28	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1983-12-14	5.4	0.64	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1984-03-29	0.4999999999999999	0.15	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1984-06-20	2.7	0.37	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1984-09-13	7.3999999999999995	0.84	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1984-12-11	2.3	0.33	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1985-03-22	0.4000000000000001	0.14	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1985-06-26	9.0	1.0	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1985-09-25	18.999999999999996	2.0	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1985-12-11	5.0	0.6	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1986-03-20	7.3999999999999995	0.84	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1986-06-19	1.4999999999999998	0.25	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1986-09-18	0.7000000000000001	0.17	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1986-12-31	1.5999999999999999	0.26	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1987-03-25	0.7000000000000001	0.17	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1987-06-30	1.5999999999999999	0.26	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1987-09-29	1.0999999999999999	0.21	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1987-12-09	21.999999999999996	2.3	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1988-03-15	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1988-06-21	3.2999999999999994	0.43	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1988-12-29	20.0	2.1	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1989-03-30	0.3	0.13	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1989-09-27	10.999999999999998	1.2	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1989-12-28	5.7	0.67	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1990-03-29	1.5999999999999999	0.26	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1990-06-27	0.6	0.16	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1990-09-26	1.0	0.2	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1990-12-19	21.999999999999996	2.3	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1991-03-28	3.4999999999999996	0.45	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1991-06-28	5.6000000000000005	0.66	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1991-09-26	8.5	0.95	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1991-12-12	22.999999999999996	2.4	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1992-03-18	17.0	1.8	0.1	USEPA_HA_NonCancer
11103000	phosphorus	1992-07-14	5.999999999999999	0.7	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1977-10-19	15.999999999999998	1.7	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1977-11-16	11.999999999999998	1.3	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1977-12-22	28.999999999999996	3.0	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1978-01-12	5.7	0.67	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1978-02-22	4.1	0.51	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1978-03-21	0.4000000000000001	0.14	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1978-04-19	1.0	0.2	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1978-05-19	2.8000000000000003	0.38	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1978-06-27	0.6	0.16	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1978-08-17	10.999999999999998	1.2	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1978-09-06	2.4999999999999996	0.35	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1978-10-27	2.7	0.37	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1978-11-27	13.999999999999998	1.5	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1978-12-20	4.3	0.53	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1979-01-26	8.7	0.97	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1979-02-27	17.0	1.8	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1979-03-22	4.0	0.5	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1979-04-26	4.8	0.58	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1979-05-17	5.8999999999999995	0.69	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1979-07-26	15.0	1.6	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1979-08-23	15.0	1.6	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1979-09-28	10.0	1.1	0.1	USEPA_HA_NonCancer
11103010	phosphorus	1979-10-29	15.0	1.6	0.1	USEPA_HA_NonCancer
340158118412401	phosphorus	2009-07-22	15.1	1.61	0.1	USEPA_HA_NonCancer
340158118412401	phosphorus	2010-04-21	18.099999999999998	1.91	0.1	USEPA_HA_NonCancer
340156118411401	phosphorus	2009-07-22	6.8	0.78	0.1	USEPA_HA_NonCancer
340156118411401	phosphorus	2010-04-21	10.1	1.11	0.1	USEPA_HA_NonCancer
340207118413301	phosphorus	2009-07-21	2.0999999999999996	0.31	0.1	USEPA_HA_NonCancer
340207118413301	phosphorus	2010-04-17	1.3999999999999997	0.24	0.1	USEPA_HA_NonCancer
340205118410101	phosphorus	2009-07-22	1.8	0.28	0.1	USEPA_HA_NonCancer
340205118410101	phosphorus	2010-04-18	2.7	0.37	0.1	USEPA_HA_NonCancer
340210118405401	phosphorus	2009-07-22	2.1999999999999997	0.32	0.1	USEPA_HA_NonCancer
340210118405401	phosphorus	2010-04-19	3.0000000000000004	0.4	0.1	USEPA_HA_NonCancer
340209118410301	phosphorus	2009-07-23	0.4999999999999999	0.15	0.1	USEPA_HA_NonCancer
340209118410301	phosphorus	2010-04-18	0.7999999999999998	0.18	0.1	USEPA_HA_NonCancer
343515118101401	phosphorus	2009-08-11	0.09999999999999995	0.11	0.1	USEPA_HA_NonCancer
340155118410201	phosphorus	2009-07-26	11.899999999999999	1.29	0.1	USEPA_HA_NonCancer
340155118410201	phosphorus	2010-04-19	18.799999999999997	1.98	0.1	USEPA_HA_NonCancer
340157118413301	phosphorus	2009-07-25	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
340156118405201	phosphorus	2009-07-24	4.6000000000000005	0.56	0.1	USEPA_HA_NonCancer
340156118405201	phosphorus	2010-04-20	2.4999999999999996	0.35	0.1	USEPA_HA_NonCancer
340155118405201	phosphorus	2009-07-24	4.3	0.53	0.1	USEPA_HA_NonCancer
340155118405201	phosphorus	2010-04-20	3.1999999999999993	0.42	0.1	USEPA_HA_NonCancer
340154118405101	phosphorus	2009-07-24	1.4999999999999998	0.25	0.1	USEPA_HA_NonCancer
340156118405202	phosphorus	2009-07-23	1.3	0.23	0.1	USEPA_HA_NonCancer
340152118405901	phosphorus	2009-10-01	45.0	4.6	0.1	USEPA_HA_NonCancer
340206118405901	phosphorus	2009-07-23	0.4000000000000001	0.14	0.1	USEPA_HA_NonCancer
340206118405901	phosphorus	2009-07-23	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
340205118405901	phosphorus	2009-07-24	0.09999999999999995	0.11	0.1	USEPA_HA_NonCancer
340156118410601	phosphorus	2009-07-26	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
340245118411501	phosphorus	2009-07-24	3.0000000000000004	0.4	0.1	USEPA_HA_NonCancer
340245118411501	phosphorus	2010-04-21	1.0999999999999999	0.21	0.1	USEPA_HA_NonCancer
340151118410101	phosphorus	2009-07-24	85.8	8.68	0.1	USEPA_HA_NonCancer
340151118410101	phosphorus	2010-04-22	632.9999999999999	63.4	0.1	USEPA_HA_NonCancer
340157118404901	phosphorus	2009-07-23	1.7	0.27	0.1	USEPA_HA_NonCancer
340157118404901	phosphorus	2010-04-20	1.3999999999999997	0.24	0.1	USEPA_HA_NonCancer
340157118404901	phosphorus	2010-04-20	4.699999999999999	0.57	0.1	USEPA_HA_NonCancer
340157118405201	phosphorus	2009-07-23	0.4000000000000001	0.14	0.1	USEPA_HA_NonCancer
340155118404701	phosphorus	2009-07-24	0.4999999999999999	0.15	0.1	USEPA_HA_NonCancer
340156118410701	phosphorus	2009-10-01	54.199999999999996	5.52	0.1	USEPA_HA_NonCancer
340157118413103	phosphorus	2009-11-10	1.4999999999999998	0.25	0.1	USEPA_HA_NonCancer
344836118221104	phosphorus	2010-08-03	1.0999999999999999	0.21	0.1	USEPA_HA_NonCancer
344836118221108	phosphorus	2010-08-03	0.6	0.16	0.1	USEPA_HA_NonCancer
340156118405203	phosphorus	2009-10-01	5.3	0.63	0.1	USEPA_HA_NonCancer
340202118404401	phosphorus	2010-04-21	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
340203118410701	phosphorus	2010-04-18	9.6	1.06	0.1	USEPA_HA_NonCancer
340206118410701	phosphorus	2010-04-18	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
340242118410501	phosphorus	2010-04-21	3.1999999999999993	0.42	0.1	USEPA_HA_NonCancer
340230118410401	phosphorus	2010-04-17	5.5	0.65	0.1	USEPA_HA_NonCancer
340208118411001	phosphorus	2010-07-07	120.99999999999999	12.2	0.1	USEPA_HA_NonCancer
340156118412001	phosphorus	2010-07-07	7.199999999999999	0.82	0.1	USEPA_HA_NonCancer
340156118411101	phosphorus	2010-07-07	74.6	7.56	0.1	USEPA_HA_NonCancer
344751118241903	phosphorus	2011-07-22	0.7999999999999998	0.18	0.1	USEPA_HA_NonCancer
344751118241903	phosphorus	2011-10-13	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
344751118241903	phosphorus	2012-10-17	1.0	0.2	0.1	USEPA_HA_NonCancer
344751118241903	phosphorus	2013-02-05	1.0	0.2	0.1	USEPA_HA_NonCancer
344751118241903	phosphorus	2013-03-06	1.0999999999999999	0.21	0.1	USEPA_HA_NonCancer
344751118241903	phosphorus	2013-03-18	1.2	0.22	0.1	USEPA_HA_NonCancer
344751118241911	phosphorus	2011-07-22	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
344751118241911	phosphorus	2011-11-29	0.4000000000000001	0.14	0.1	USEPA_HA_NonCancer
344751118241921	phosphorus	2011-02-02	2.4	0.34	0.1	USEPA_HA_NonCancer
344751118241921	phosphorus	2011-02-24	2.4999999999999996	0.35	0.1	USEPA_HA_NonCancer
344751118241921	phosphorus	2011-04-01	2.4	0.34	0.1	USEPA_HA_NonCancer
344751118241921	phosphorus	2011-07-22	2.0999999999999996	0.31	0.1	USEPA_HA_NonCancer
344751118241921	phosphorus	2011-10-13	2.7	0.37	0.1	USEPA_HA_NonCancer
344751118241921	phosphorus	2011-11-29	3.0000000000000004	0.4	0.1	USEPA_HA_NonCancer
344751118241921	phosphorus	2012-02-02	2.6	0.36	0.1	USEPA_HA_NonCancer
344751118241921	phosphorus	2012-03-15	2.7	0.37	0.1	USEPA_HA_NonCancer
344751118241921	phosphorus	2012-05-18	2.4	0.34	0.1	USEPA_HA_NonCancer
344751118241921	phosphorus	2012-05-30	2.1999999999999997	0.32	0.1	USEPA_HA_NonCancer
344751118241921	phosphorus	2012-10-17	2.6	0.36	0.1	USEPA_HA_NonCancer
344751118241921	phosphorus	2013-02-05	2.6	0.36	0.1	USEPA_HA_NonCancer
344751118241921	phosphorus	2013-03-06	2.4	0.34	0.1	USEPA_HA_NonCancer
344751118241925	phosphorus	2011-03-08	0.6	0.16	0.1	USEPA_HA_NonCancer
344751118241925	phosphorus	2011-04-01	0.7000000000000001	0.17	0.1	USEPA_HA_NonCancer
344751118241925	phosphorus	2011-07-22	0.8999999999999999	0.19	0.1	USEPA_HA_NonCancer
344751118241925	phosphorus	2011-10-13	0.7999999999999998	0.18	0.1	USEPA_HA_NonCancer
344751118241925	phosphorus	2011-11-29	0.7000000000000001	0.17	0.1	USEPA_HA_NonCancer
344751118241925	phosphorus	2012-02-02	0.09999999999999995	0.11	0.1	USEPA_HA_NonCancer
344751118241925	phosphorus	2012-03-15	0.1999999999999999	0.12	0.1	USEPA_HA_NonCancer
344751118241925	phosphorus	2012-05-30	0.4999999999999999	0.15	0.1	USEPA_HA_NonCancer
344751118241925	phosphorus	2012-07-16	0.4000000000000001	0.14	0.1	USEPA_HA_NonCancer
344751118241925	phosphorus	2012-08-15	0.4999999999999999	0.15	0.1	USEPA_HA_NonCancer
334753118051901	arsenic	2000-03-14	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
334753118051902	arsenic	2000-03-15	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
334753118051903	arsenic	2000-03-10	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
334753118051904	arsenic	2000-03-15	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
334753118051905	arsenic	2000-03-14	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
334753118051906	arsenic	2000-03-14	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
334815118184701	arsenic	1999-04-20	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
334815118184701	arsenic	2014-09-25	213.28571428571428	0.3	0.0014	USEPA_MCL_Goal
334815118184702	arsenic	1999-04-20	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
334815118184702	arsenic	2014-09-25	241.85714285714286	0.34	0.0014	USEPA_MCL_Goal
334815118184703	arsenic	1999-04-22	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
334815118184704	arsenic	1999-04-19	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
334815118184704	arsenic	2014-09-25	149.0	0.21	0.0014	USEPA_MCL_Goal
334815118184705	arsenic	1999-04-19	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
334836118061201	arsenic	2006-08-17	84.71428571428571	0.12	0.0014	USEPA_MCL_Goal
335030118070001	arsenic	2001-05-18	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
335049118032901	arsenic	1999-08-03	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
335049118032902	arsenic	1999-08-03	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
335049118032903	arsenic	1999-08-03	14999.0	21.0	0.0014	USEPA_MCL_Goal
335049118032904	arsenic	1999-08-02	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
335049118032905	arsenic	1999-08-03	9284.714285714286	13.0	0.0014	USEPA_MCL_Goal
335049118032906	arsenic	1999-08-04	25713.285714285717	36.0	0.0014	USEPA_MCL_Goal
335100118120401	arsenic	2000-03-09	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
335100118120401	arsenic	2014-09-18	256.1428571428571	0.36	0.0014	USEPA_MCL_Goal
335100118120402	arsenic	2001-03-30	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
335100118120403	arsenic	2000-03-09	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
335100118120404	arsenic	2000-03-08	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
335100118120404	arsenic	2014-09-18	449.00000000000006	0.63	0.0014	USEPA_MCL_Goal
335100118120405	arsenic	2000-03-07	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
335100118120406	arsenic	2000-03-08	5713.285714285714	8.0	0.0014	USEPA_MCL_Goal
335112118090401	arsenic	1997-04-25	10713.285714285714	15.0	0.0014	USEPA_MCL_Goal
335112118090402	arsenic	1997-04-23	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
335112118090402	arsenic	2000-08-14	1070.4285714285713	1.5	0.0014	USEPA_MCL_Goal
335112118090403	arsenic	1997-04-23	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
335112118090403	arsenic	2000-08-14	570.4285714285714	0.8	0.0014	USEPA_MCL_Goal
335112118090404	arsenic	1997-04-24	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
335112118090404	arsenic	2000-08-15	6927.5714285714275	9.7	0.0014	USEPA_MCL_Goal
335112118090405	arsenic	1997-04-24	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
335112118090405	arsenic	2000-08-16	2213.2857142857147	3.1	0.0014	USEPA_MCL_Goal
335112118090406	arsenic	1997-04-24	13570.42857142857	19.0	0.0014	USEPA_MCL_Goal
335209118080101	arsenic	2000-08-28	1856.1428571428573	2.6	0.0014	USEPA_MCL_Goal
335209118082001	arsenic	2006-08-15	2570.4285714285716	3.6	0.0014	USEPA_MCL_Goal
335258118002401	arsenic	1999-08-04	4284.714285714285	6.0	0.0014	USEPA_MCL_Goal
335258118002402	arsenic	1999-08-04	7856.142857142857	11.0	0.0014	USEPA_MCL_Goal
335258118002403	arsenic	1999-08-05	5713.285714285714	8.0	0.0014	USEPA_MCL_Goal
335258118002404	arsenic	1999-08-05	8570.42857142857	12.0	0.0014	USEPA_MCL_Goal
335258118002405	arsenic	1999-08-05	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
335302118072201	arsenic	2010-08-23	27.571428571428573	0.04	0.0014	USEPA_MCL_Goal
335302118072201	arsenic	2016-07-18	70.42857142857143	0.1	0.0014	USEPA_MCL_Goal
335314118142901	arsenic	1997-05-01	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
335431118173101	arsenic	1997-05-02	6427.571428571428	9.0	0.0014	USEPA_MCL_Goal
335431118173102	arsenic	1997-04-11	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
335440118081101	arsenic	2000-08-29	1213.2857142857142	1.7	0.0014	USEPA_MCL_Goal
335440118081101	arsenic	2006-08-14	1141.857142857143	1.6	0.0014	USEPA_MCL_Goal
335443118215501	arsenic	1999-08-17	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
335443118215502	arsenic	1999-08-07	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
