Site	Pollutant	Date	% Error	Value	Threshold	Threshold Adhered To
344753118241601	arsenic	2012-08-23	18856.142857142855	26.4	0.0014	USEPA_MCL_Goal
344753118241601	arsenic	2012-08-23	12499.0	17.5	0.0014	USEPA_MCL_Goal
344753118241601	arsenic	2012-08-23	66427.57142857142	93.0	0.0014	USEPA_MCL_Goal
344753118241601	arsenic	2012-08-23	62927.57142857142	88.1	0.0014	USEPA_MCL_Goal
335555118204001	arsenic	2013-05-17	1070.4285714285713	1.5	0.0014	USEPA_MCL_Goal
335555118204001	arsenic	2014-09-28	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
335555118204002	arsenic	2013-05-17	699.0	0.98	0.0014	USEPA_MCL_Goal
335555118204003	arsenic	2013-05-17	684.7142857142858	0.96	0.0014	USEPA_MCL_Goal
335555118204003	arsenic	2014-09-28	420.42857142857144	0.59	0.0014	USEPA_MCL_Goal
335555118204004	arsenic	2013-05-17	784.7142857142858	1.1	0.0014	USEPA_MCL_Goal
335555118204006	arsenic	2013-05-17	534.7142857142858	0.75	0.0014	USEPA_MCL_Goal
335555118204005	arsenic	2013-05-17	120.42857142857143	0.17	0.0014	USEPA_MCL_Goal
335555118204005	arsenic	2014-09-28	199.0	0.28	0.0014	USEPA_MCL_Goal
335555118204007	arsenic	2013-05-17	856.1428571428571	1.2	0.0014	USEPA_MCL_Goal
342632118084501	arsenic	2009-10-08	163.28571428571428	0.23	0.0014	USEPA_MCL_Goal
342632118084501	arsenic	2009-12-08	149.0	0.21	0.0014	USEPA_MCL_Goal
342632118084501	arsenic	2010-01-19	927.5714285714286	1.3	0.0014	USEPA_MCL_Goal
341423117530201	arsenic	2009-09-11	449.00000000000006	0.63	0.0014	USEPA_MCL_Goal
341423117530201	arsenic	2009-10-14	541.8571428571429	0.76	0.0014	USEPA_MCL_Goal
341423117530201	arsenic	2009-12-08	320.42857142857144	0.45	0.0014	USEPA_MCL_Goal
341448118020001	arsenic	2009-09-29	463.28571428571433	0.65	0.0014	USEPA_MCL_Goal
341732118171101	arsenic	2009-09-04	1213.2857142857142	1.7	0.0014	USEPA_MCL_Goal
341732118171101	arsenic	2009-10-14	1356.142857142857	1.9	0.0014	USEPA_MCL_Goal
341732118171101	arsenic	2009-12-08	1713.2857142857144	2.4	0.0014	USEPA_MCL_Goal
341732118171101	arsenic	2011-08-30	1713.2857142857144	2.4	0.0014	USEPA_MCL_Goal
341735118112101	arsenic	2011-08-30	927.5714285714286	1.3	0.0014	USEPA_MCL_Goal
341838118065201	arsenic	2009-09-05	784.7142857142858	1.1	0.0014	USEPA_MCL_Goal
341838118065201	arsenic	2009-10-14	856.1428571428571	1.2	0.0014	USEPA_MCL_Goal
342045118215201	arsenic	2009-09-29	184.71428571428572	0.26	0.0014	USEPA_MCL_Goal
342045118215201	arsenic	2009-10-14	184.71428571428572	0.26	0.0014	USEPA_MCL_Goal
342045118215201	arsenic	2009-12-08	134.71428571428572	0.19	0.0014	USEPA_MCL_Goal
342045118215201	arsenic	2010-01-19	284.7142857142857	0.4	0.0014	USEPA_MCL_Goal
342144118181601	arsenic	2009-09-10	77.57142857142857	0.11	0.0014	USEPA_MCL_Goal
342505118053701	arsenic	2009-10-09	99.0	0.14	0.0014	USEPA_MCL_Goal
342505118053701	arsenic	2009-12-08	306.1428571428571	0.43	0.0014	USEPA_MCL_Goal
342505118053701	arsenic	2010-01-19	513.2857142857143	0.72	0.0014	USEPA_MCL_Goal
342623118190401	arsenic	2009-09-05	527.5714285714286	0.74	0.0014	USEPA_MCL_Goal
341930117561301	arsenic	2009-09-16	49.00000000000001	0.07	0.0014	USEPA_MCL_Goal
335028118053901	arsenic	2014-05-29	10356.142857142857	14.5	0.0014	USEPA_MCL_Goal
335028118053902	arsenic	2014-05-29	541.8571428571429	0.76	0.0014	USEPA_MCL_Goal
335028118053903	arsenic	2014-05-29	1499.0000000000002	2.1	0.0014	USEPA_MCL_Goal
335028118053904	arsenic	2014-05-29	2284.714285714286	3.2	0.0014	USEPA_MCL_Goal
335028118053905	arsenic	2015-05-19	19999.0	28.0	0.0014	USEPA_MCL_Goal
335028118053906	arsenic	2014-05-29	14999.0	21.0	0.0014	USEPA_MCL_Goal
335028118053907	arsenic	2014-05-29	24641.857142857145	34.5	0.0014	USEPA_MCL_Goal
335028118053908	arsenic	2014-05-29	37427.57142857143	52.4	0.0014	USEPA_MCL_Goal
343326117591701	arsenic	2014-08-05	113.28571428571428	0.16	0.0014	USEPA_MCL_Goal
343326117591701	arsenic	2017-07-31	106.14285714285712	0.15	0.0014	USEPA_MCL_Goal
335312118200701	arsenic	2014-09-08	784.7142857142858	1.1	0.0014	USEPA_MCL_Goal
335312118200702	arsenic	2014-09-08	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
335312118200703	arsenic	2014-09-08	506.14285714285717	0.71	0.0014	USEPA_MCL_Goal
335312118200704	arsenic	2014-09-08	927.5714285714286	1.3	0.0014	USEPA_MCL_Goal
335312118200705	arsenic	2014-09-08	270.42857142857144	0.38	0.0014	USEPA_MCL_Goal
335312118200706	arsenic	2014-09-08	2070.4285714285716	2.9	0.0014	USEPA_MCL_Goal
335716118135101	arsenic	2014-09-22	149.0	0.21	0.0014	USEPA_MCL_Goal
335716118135106	arsenic	2014-09-22	784.7142857142858	1.1	0.0014	USEPA_MCL_Goal
335716118135102	arsenic	2014-09-22	1213.2857142857142	1.7	0.0014	USEPA_MCL_Goal
335716118135103	arsenic	2014-09-22	1141.857142857143	1.6	0.0014	USEPA_MCL_Goal
335716118135104	arsenic	2014-09-22	1070.4285714285713	1.5	0.0014	USEPA_MCL_Goal
335716118135105	arsenic	2014-09-22	1713.2857142857144	2.4	0.0014	USEPA_MCL_Goal
335535118123906	arsenic	2014-10-16	5499.0	7.7	0.0014	USEPA_MCL_Goal
335535118124001	arsenic	2014-10-16	159284.7142857143	223.0	0.0014	USEPA_MCL_Goal
335535118123901	arsenic	2014-10-17	184.71428571428572	0.26	0.0014	USEPA_MCL_Goal
335535118123902	arsenic	2014-10-17	377.5714285714286	0.53	0.0014	USEPA_MCL_Goal
335535118123903	arsenic	2014-10-16	3284.7142857142853	4.6	0.0014	USEPA_MCL_Goal
335535118123904	arsenic	2014-10-16	1141.857142857143	1.6	0.0014	USEPA_MCL_Goal
335535118123905	arsenic	2014-10-16	1213.2857142857142	1.7	0.0014	USEPA_MCL_Goal
335535118124003	arsenic	2014-10-16	1284.7142857142858	1.8	0.0014	USEPA_MCL_Goal
335535118124002	arsenic	2014-10-16	591.8571428571429	0.83	0.0014	USEPA_MCL_Goal
343523118095501	arsenic	2016-08-17	549.0	0.77	0.0014	USEPA_MCL_Goal
343523118095501	arsenic	2017-09-23	484.7142857142858	0.68	0.0014	USEPA_MCL_Goal
340030118041201	arsenic	2016-07-19	1141.857142857143	1.6	0.0014	USEPA_MCL_Goal
340030118041202	arsenic	2016-07-19	2927.571428571428	4.1	0.0014	USEPA_MCL_Goal
340030118041204	arsenic	2016-07-19	1713.2857142857144	2.4	0.0014	USEPA_MCL_Goal
340030118041203	arsenic	2016-07-19	1284.7142857142858	1.8	0.0014	USEPA_MCL_Goal
340027118041502	arsenic	2016-07-20	1570.4285714285718	2.2	0.0014	USEPA_MCL_Goal
340027118041503	arsenic	2016-07-20	1856.1428571428573	2.6	0.0014	USEPA_MCL_Goal
340027118041504	arsenic	2016-07-20	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
340027118041501	arsenic	2016-07-20	1499.0000000000002	2.1	0.0014	USEPA_MCL_Goal
11097490	arsenic	1976-11-12	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11097490	arsenic	1976-12-30	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11097490	arsenic	1977-01-06	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
11097490	arsenic	1977-01-21	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
11097490	arsenic	1977-04-01	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
11097490	arsenic	1977-05-02	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
11097490	arsenic	1977-05-08	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1979-10-29	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1980-01-17	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1980-04-30	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1980-10-30	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1981-01-20	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
11103000	arsenic	1981-04-22	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1973-12-06	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1974-07-22	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1974-09-10	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1974-10-08	7141.857142857143	10.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1975-01-03	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1975-04-24	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1975-07-16	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1975-10-20	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1976-01-27	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1976-04-21	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1976-07-07	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1976-10-06	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1977-01-13	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1977-04-25	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1977-07-26	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1977-10-19	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1978-01-12	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1978-04-19	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1978-07-25	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11103010	arsenic	1979-10-29	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
340205118405301	arsenic	1981-12-01	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
340205118405301	arsenic	1982-04-07	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
342526118322101	arsenic	1974-08-27	1427.5714285714284	2.0	0.0014	USEPA_MCL_Goal
343040118363801	arsenic	1974-08-27	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
11104000	arsenic	1981-12-01	3570.428571428571	5.0	0.0014	USEPA_MCL_Goal
11104000	arsenic	1982-04-07	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
11104000	arsenic	1983-03-02	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11105500	arsenic	1981-12-01	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11105500	arsenic	1982-04-07	2141.857142857143	3.0	0.0014	USEPA_MCL_Goal
11105500	arsenic	1983-03-01	2856.1428571428573	4.0	0.0014	USEPA_MCL_Goal
11107745	arsenic	1974-08-26	713.2857142857143	1.0	0.0014	USEPA_MCL_Goal
334944118203303	barium	2011-03-30	2.4	2380.0	700.0	USEPA_HA_NonCancer
335236118232101	barium	2014-09-24	0.018571428571428572	713.0	700.0	USEPA_HA_NonCancer
335943118042210	beryllium	1994-04-05	0.10000000000000009	1.1	1.0	CA_PHG
335943118042210	beryllium	1994-04-05	0.10000000000000009	1.1	1.0	CA_PHG
335943118042215	beryllium	1993-08-23	4.0	5.0	1.0	CA_PHG
335943118042215	beryllium	1994-04-05	0.10000000000000009	1.1	1.0	CA_PHG
335943118042216	beryllium	1994-04-05	0.19999999999999996	1.2	1.0	CA_PHG
335943118042216	beryllium	1994-04-05	0.19999999999999996	1.2	1.0	CA_PHG
335943118042217	beryllium	1994-04-05	0.19999999999999996	1.2	1.0	CA_PHG
335943118042217	beryllium	1994-04-05	0.30000000000000004	1.3	1.0	CA_PHG
335943118042218	beryllium	1994-04-05	0.19999999999999996	1.2	1.0	CA_PHG
335943118042219	beryllium	1994-04-05	0.10000000000000009	1.1	1.0	CA_PHG
335943118042219	beryllium	1994-04-05	0.10000000000000009	1.1	1.0	CA_PHG
335943118042224	beryllium	1993-08-23	9.0	10.0	1.0	CA_PHG
335943118042226	beryllium	1993-08-10	9.0	10.0	1.0	CA_PHG
335943118042228	beryllium	1993-08-10	9.0	10.0	1.0	CA_PHG
335943118042243	beryllium	1993-08-13	4.0	5.0	1.0	CA_PHG
335943118042246	beryllium	1994-04-05	0.30000000000000004	1.3	1.0	CA_PHG
335943118042246	beryllium	1994-04-05	0.10000000000000009	1.1	1.0	CA_PHG
335943118042246	beryllium	1994-04-05	0.19999999999999996	1.2	1.0	CA_PHG
335943118042246	beryllium	1994-04-05	0.19999999999999996	1.2	1.0	CA_PHG
335943118042246	beryllium	1994-04-05	0.10000000000000009	1.1	1.0	CA_PHG
335943118042246	beryllium	1994-04-07	0.30000000000000004	1.3	1.0	CA_PHG
335943118042247	beryllium	1994-04-05	0.19999999999999996	1.2	1.0	CA_PHG
335943118042247	beryllium	1994-04-05	0.10000000000000009	1.1	1.0	CA_PHG
335943118042247	beryllium	1994-04-05	0.10000000000000009	1.1	1.0	CA_PHG
344415118130501	beryllium	1981-06-10	9.0	10.0	1.0	CA_PHG
10278300	beryllium	1973-10-15	129.0	130.0	1.0	CA_PHG
10278300	beryllium	1973-11-12	99.0	100.0	1.0	CA_PHG
10278300	beryllium	1973-12-10	49.0	50.0	1.0	CA_PHG
10278300	beryllium	1974-01-21	99.0	100.0	1.0	CA_PHG
10278300	beryllium	1974-02-21	49.0	50.0	1.0	CA_PHG
10278300	beryllium	1974-06-12	99.0	100.0	1.0	CA_PHG
10278300	beryllium	1974-07-31	49.0	50.0	1.0	CA_PHG
10278300	beryllium	1974-09-19	69.0	70.0	1.0	CA_PHG
334626118043601	boron	1956-04-18	3.4	4400.0	1000.0	CA_Action_Level
334706118171701	boron	1999-03-07	0.5	1500.0	1000.0	CA_Action_Level
334712118124301	boron	1999-03-18	0.32	1320.0	1000.0	CA_Action_Level
334722118152301	boron	1999-02-05	0.99	1990.0	1000.0	CA_Action_Level
334840118122802	boron	1999-03-09	0.04	1040.0	1000.0	CA_Action_Level
334841118140001	boron	1999-03-09	2.44	3440.0	1000.0	CA_Action_Level
334841118140002	boron	1999-03-09	7.19	8190.0	1000.0	CA_Action_Level
335443118215501	boron	1999-08-17	0.38	1380.0	1000.0	CA_Action_Level
335443118215502	boron	1999-08-07	0.02	1020.0	1000.0	CA_Action_Level
335546118024302	boron	1999-04-23	0.11	1110.0	1000.0	CA_Action_Level
335737118192501	boron	1999-04-28	2.75	3750.0	1000.0	CA_Action_Level
335737118192502	boron	1999-04-28	2.4	3400.0	1000.0	CA_Action_Level
335801118213101	boron	1999-04-27	9.7	10700.0	1000.0	CA_Action_Level
335801118213101	boron	2014-09-29	7.48	8480.0	1000.0	CA_Action_Level
340040118100901	boron	2001-04-06	5.53	6530.0	1000.0	CA_Action_Level
340040118100901	boron	2014-09-23	4.57	5570.0	1000.0	CA_Action_Level
340205118405301	boron	1982-07-28	0.2	1200.0	1000.0	CA_Action_Level
340405118243001	boron	1997-06-13	0.42	1420.0	1000.0	CA_Action_Level
342526118322101	boron	1975-01-16	0.7	1700.0	1000.0	CA_Action_Level
342526118322101	boron	1975-02-10	0.8	1800.0	1000.0	CA_Action_Level
342526118322101	boron	1975-03-07	0.6	1600.0	1000.0	CA_Action_Level
342526118322101	boron	1975-04-16	0.8	1800.0	1000.0	CA_Action_Level
342526118322101	boron	1975-05-22	0.5	1500.0	1000.0	CA_Action_Level
342526118322101	boron	1975-06-26	1.0	2000.0	1000.0	CA_Action_Level
342526118322101	boron	1975-08-28	0.6	1600.0	1000.0	CA_Action_Level
342526118322101	boron	1975-09-16	1.1	2100.0	1000.0	CA_Action_Level
342526118322101	boron	1975-11-19	0.9	1900.0	1000.0	CA_Action_Level
342526118322101	boron	1975-12-10	0.7	1700.0	1000.0	CA_Action_Level
342526118322101	boron	1976-01-27	0.9	1900.0	1000.0	CA_Action_Level
342526118322101	boron	1976-02-26	0.8	1800.0	1000.0	CA_Action_Level
342526118322101	boron	1976-03-23	0.5	1500.0	1000.0	CA_Action_Level
342526118322101	boron	1976-04-21	2.5	3500.0	1000.0	CA_Action_Level
344304118153101	boron	1944-09-12	1.23	2230.0	1000.0	CA_Action_Level
344835117531301	boron	1990-05-14	0.3	1300.0	1000.0	CA_Action_Level
344835117531301	boron	2001-05-16	0.73	1730.0	1000.0	CA_Action_Level
334657118160002	boron	1998-01-16	0.13	1130.0	1000.0	CA_Action_Level
334657118160002	boron	1999-02-18	0.35	1350.0	1000.0	CA_Action_Level
334657118160002	boron	2014-11-25	0.71	1710.0	1000.0	CA_Action_Level
334615118131001	boron	2001-04-03	0.1	1100.0	1000.0	CA_Action_Level
334615118131001	boron	2014-10-01	0.02	1020.0	1000.0	CA_Action_Level
334615118131002	boron	2001-04-04	0.15	1150.0	1000.0	CA_Action_Level
334615118131002	boron	2014-10-01	0.13	1130.0	1000.0	CA_Action_Level
340027118071901	boron	2002-05-01	5.43	6430.0	1000.0	CA_Action_Level
340027118071901	boron	2014-09-22	4.21	5210.0	1000.0	CA_Action_Level
334445118125301	boron	2002-04-24	7.4	8400.0	1000.0	CA_Action_Level
334445118125301	boron	2014-09-21	2.62	3620.0	1000.0	CA_Action_Level
334445118125302	boron	2002-04-24	3.13	4130.0	1000.0	CA_Action_Level
334837118085701	boron	2002-07-16	0.13	1130.0	1000.0	CA_Action_Level
335723118245501	boron	2002-05-22	1.33	2330.0	1000.0	CA_Action_Level
334737118101901	boron	2014-09-19	0.08	1080.0	1000.0	CA_Action_Level
334737118101904	boron	2004-09-30	0.07	1070.0	1000.0	CA_Action_Level
344248118074701	boron	2003-10-16	0.26	1260.0	1000.0	CA_Action_Level
344248118074701	boron	2003-10-16	0.21	1210.0	1000.0	CA_Action_Level
11097500	boron	1969-05-22	489.0	490000.0	1000.0	CA_Action_Level
11105410	boron	1982-03-18	0.7	1700.0	1000.0	CA_Action_Level
11105410	boron	1982-07-27	2.9	3900.0	1000.0	CA_Action_Level
11108000	boron	1975-09-16	0.6	1600.0	1000.0	CA_Action_Level
11108000	boron	1975-11-19	0.7	1700.0	1000.0	CA_Action_Level
11108000	boron	1976-01-27	0.7	1700.0	1000.0	CA_Action_Level
11108000	boron	1976-02-27	0.1	1100.0	1000.0	CA_Action_Level
11108000	boron	1976-04-21	0.4	1400.0	1000.0	CA_Action_Level
335900118220001	boron	2006-11-15	0.26	1260.0	1000.0	CA_Action_Level
340400118230001	boron	2006-11-14	0.19	1190.0	1000.0	CA_Action_Level
340158118412401	boron	2009-07-22	0.09	1090.0	1000.0	CA_Action_Level
340207118413301	boron	2009-07-21	3.81	4810.0	1000.0	CA_Action_Level
340207118413301	boron	2010-04-17	2.58	3580.0	1000.0	CA_Action_Level
340208118410101	boron	2009-07-23	0.31	1310.0	1000.0	CA_Action_Level
340155118410201	boron	2009-07-26	1.26	2260.0	1000.0	CA_Action_Level
340155118410201	boron	2010-04-19	0.3	1300.0	1000.0	CA_Action_Level
335849118112201	boron	2010-05-20	0.6	1600.0	1000.0	CA_Action_Level
340205118405901	boron	2010-04-19	2.26	3260.0	1000.0	CA_Action_Level
340156118410601	boron	2009-07-26	1.49	2490.0	1000.0	CA_Action_Level
340156118410601	boron	2010-04-19	0.47	1470.0	1000.0	CA_Action_Level
340157118413102	boron	2009-11-10	3.75	4750.0	1000.0	CA_Action_Level
335131118204501	boron	2010-06-17	1.47	2470.0	1000.0	CA_Action_Level
335131118204502	boron	2010-06-17	0.94	1940.0	1000.0	CA_Action_Level
340157118413103	boron	2009-11-10	1.46	2460.0	1000.0	CA_Action_Level
344751118241901	boron	2013-08-26	0.05	1050.0	1000.0	CA_Action_Level
335236118232101	boron	2013-08-28	13.2	14200.0	1000.0	CA_Action_Level
335236118232101	boron	2014-09-24	0.01	1010.0	1000.0	CA_Action_Level
335236118232102	boron	2013-08-28	5.5	6500.0	1000.0	CA_Action_Level
335236118232103	boron	2013-08-28	2.56	3560.0	1000.0	CA_Action_Level
341900118190002	boron	2011-07-26	0.53	1530.0	1000.0	CA_Action_Level
335733118164701	boron	2013-05-03	4.3	5300.0	1000.0	CA_Action_Level
335555118204001	boron	2013-05-17	2.37	3370.0	1000.0	CA_Action_Level
335555118204001	boron	2014-09-28	1.1	2100.0	1000.0	CA_Action_Level
335555118204002	boron	2013-05-17	3.68	4680.0	1000.0	CA_Action_Level
335555118204003	boron	2013-05-17	0.04	1040.0	1000.0	CA_Action_Level
335555118204003	boron	2014-09-28	0.08	1080.0	1000.0	CA_Action_Level
335555118204004	boron	2013-05-17	1.02	2020.0	1000.0	CA_Action_Level
335312118200702	boron	2014-09-08	0.07	1070.0	1000.0	CA_Action_Level
335535118124001	boron	2014-10-16	0.38	1380.0	1000.0	CA_Action_Level
334815118184701	cadmium	2014-09-25	25.086956521739133	0.06	0.0023	CalEPA_Cancer_Potency
334815118184702	cadmium	2014-09-25	25.086956521739133	0.06	0.0023	CalEPA_Cancer_Potency
334815118184704	cadmium	2014-09-25	12.043478260869565	0.03	0.0023	CalEPA_Cancer_Potency
334836118061201	cadmium	2006-08-17	16.391304347826086	0.04	0.0023	CalEPA_Cancer_Potency
335030118070001	cadmium	1995-09-27	868.5652173913044	2.0	0.0023	CalEPA_Cancer_Potency
335047118061601	cadmium	1995-09-27	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335100118120401	cadmium	2014-09-18	12.043478260869565	0.03	0.0023	CalEPA_Cancer_Potency
335100118120404	cadmium	2014-09-18	12.043478260869565	0.03	0.0023	CalEPA_Cancer_Potency
335112118090401	cadmium	1995-10-10	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335112118090402	cadmium	1995-09-29	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335112118090403	cadmium	1995-09-29	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335112118090404	cadmium	1995-10-10	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335112118090405	cadmium	1995-09-25	868.5652173913044	2.0	0.0023	CalEPA_Cancer_Potency
335112118090406	cadmium	1995-09-25	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335208118073801	cadmium	1995-09-27	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335209118080101	cadmium	1995-09-27	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335209118082001	cadmium	2006-08-15	7.695652173913044	0.02	0.0023	CalEPA_Cancer_Potency
335215118102001	cadmium	1997-06-27	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335302118072201	cadmium	2010-08-23	12.913043478260871	0.032	0.0023	CalEPA_Cancer_Potency
335302118072201	cadmium	2016-07-18	17.26086956521739	0.042	0.0023	CalEPA_Cancer_Potency
335314118142901	cadmium	1995-09-14	868.5652173913044	2.0	0.0023	CalEPA_Cancer_Potency
335352118044001	cadmium	1995-09-15	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335431118173101	cadmium	1995-11-30	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335435118115201	cadmium	1995-09-14	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335440118081101	cadmium	1995-09-14	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335440118081101	cadmium	2006-08-14	16.391304347826086	0.04	0.0023	CalEPA_Cancer_Potency
335524118152001	cadmium	1998-01-07	3477.2608695652175	8.0	0.0023	CalEPA_Cancer_Potency
335524118152002	cadmium	1998-01-07	3477.2608695652175	8.0	0.0023	CalEPA_Cancer_Potency
335524118152003	cadmium	1998-01-08	3477.2608695652175	8.0	0.0023	CalEPA_Cancer_Potency
335524118152004	cadmium	1998-01-08	3477.2608695652175	8.0	0.0023	CalEPA_Cancer_Potency
335529118065501	cadmium	1995-09-28	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335643118105801	cadmium	2010-08-23	8.565217391304348	0.022	0.0023	CalEPA_Cancer_Potency
335643118105801	cadmium	2016-07-18	12.043478260869565	0.03	0.0023	CalEPA_Cancer_Potency
335712118054901	cadmium	2006-09-14	16.391304347826086	0.04	0.0023	CalEPA_Cancer_Potency
335712118054901	cadmium	2010-08-25	7.695652173913044	0.02	0.0023	CalEPA_Cancer_Potency
335712118054901	cadmium	2016-07-20	12.043478260869565	0.03	0.0023	CalEPA_Cancer_Potency
335738118051301	cadmium	1994-04-07	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335752118080201	cadmium	1995-09-28	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335801118213101	cadmium	2014-09-29	38.130434782608695	0.09	0.0023	CalEPA_Cancer_Potency
335801118213103	cadmium	2014-09-29	25.086956521739133	0.06	0.0023	CalEPA_Cancer_Potency
335810118070201	cadmium	1995-09-28	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335817118051301	cadmium	2006-08-16	16.391304347826086	0.04	0.0023	CalEPA_Cancer_Potency
335858118183301	cadmium	1995-09-12	1738.1304347826087	4.0	0.0023	CalEPA_Cancer_Potency
335859118045001	cadmium	1994-04-07	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335921118043001	cadmium	1994-04-06	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335935118042901	cadmium	1994-04-06	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335938118110501	cadmium	2010-08-25	7.695652173913044	0.02	0.0023	CalEPA_Cancer_Potency
335938118110501	cadmium	2016-07-20	12.043478260869565	0.03	0.0023	CalEPA_Cancer_Potency
335943118042201	cadmium	1993-08-11	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042201	cadmium	1993-08-12	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042201	cadmium	1993-08-13	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042201	cadmium	1993-08-16	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042201	cadmium	1993-08-23	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042201	cadmium	1993-08-24	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042201	cadmium	1993-08-28	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042201	cadmium	1993-08-29	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042201	cadmium	1993-08-30	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042202	cadmium	1993-08-10	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042202	cadmium	1993-08-11	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042202	cadmium	1993-08-12	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042202	cadmium	1993-08-13	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042202	cadmium	1993-08-16	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
335943118042202	cadmium	1993-08-23	433.7826086956522	1.0	0.0023	CalEPA_Cancer_Potency
